AvgBasket,OrdersPerMonth,DaysSinceLast,LinesPerOrder,TrueType
35.5,5.42,19.18,1.07,unclassifiable
30.12,0.24,70.55,1.57,lapsed
31.73,8.07,19.61,3.11,weekly regulars
27.08,10.83,14.18,5.04,weekly regulars
133.8,0.93,8.3,5.32,bulk buyers
48.05,8.25,10.9,3.22,weekly regulars
91.68,1.69,11.27,4.08,bulk buyers
100.23,1.7,9.82,5.67,bulk buyers
188.52,1.15,7.67,7.23,bulk buyers
137.85,0.7,5.65,7.85,bulk buyers
20.56,0.18,75.75,1.23,lapsed
14.12,1.28,60.98,1.02,bargain hunters
18.2,0.52,95.92,1.16,lapsed
101.53,1.07,4.85,3.98,bulk buyers
49.19,9.47,12.96,3.12,weekly regulars
21.69,0.31,63.5,0.81,lapsed
13.01,2.25,56.58,1.68,bargain hunters
31.37,7.85,16.94,3.17,weekly regulars
14.11,1.62,52.76,0.95,bargain hunters
45.72,4.89,15.67,1.97,weekly regulars
17.69,0.4,55.85,0.82,lapsed
38.91,5.36,12.93,3.4,weekly regulars
17.96,4.21,26.51,1.36,bargain hunters
24.41,2.12,35.71,1.63,bargain hunters
194.49,0.76,12.53,9.38,bulk buyers
29.05,6.7,14.8,3.43,weekly regulars
14.47,0.42,81.83,1.08,lapsed
34.29,9.41,11.01,3.45,weekly regulars
15.06,1.85,46.54,1.34,bargain hunters
149.57,4.31,65.13,5.79,unclassifiable
20.25,2.65,42.45,1.48,bargain hunters
23.97,9.54,19.17,2.98,weekly regulars
68.01,10.29,13.99,2.94,weekly regulars
19.81,0.46,59.8,0.92,lapsed
37.78,11.95,15.94,2.51,weekly regulars
42.64,4.55,8.4,2.58,weekly regulars
92.62,1.36,8.25,4.97,bulk buyers
90.08,1.33,7.79,6.59,bulk buyers
31.37,0.32,67.79,1.23,lapsed
113.05,0.73,4.3,6.81,bulk buyers
30.01,0.38,135.08,1.38,lapsed
30.3,6.45,8.61,4.57,weekly regulars
164.23,2.12,9.35,4.93,bulk buyers
10.45,7.0,58.35,4.53,unclassifiable
21.19,0.46,81.4,1.52,lapsed
22.8,1.93,43.22,1.82,bargain hunters
17.25,1.58,55.32,0.71,bargain hunters
26.11,3.11,51.21,0.95,bargain hunters
28.06,7.19,17.34,3.83,weekly regulars
112.97,1.3,13.3,4.6,bulk buyers
31.86,12.94,12.98,2.4,weekly regulars
34.21,9.83,10.86,2.78,weekly regulars
25.86,7.46,15.16,3.07,weekly regulars
25.69,7.43,8.82,2.78,weekly regulars
170.15,1.84,4.51,7.19,bulk buyers
30.79,6.11,14.94,3.76,weekly regulars
26.21,0.47,113.66,1.24,lapsed
8.64,2.86,64.38,1.96,bargain hunters
27.14,1.39,75.72,1.03,bargain hunters
23.75,0.44,83.33,1.49,lapsed
154.92,1.0,5.42,5.02,bulk buyers
142.13,1.81,8.05,5.28,bulk buyers
19.42,2.33,69.59,1.08,bargain hunters
14.69,0.51,104.45,0.84,lapsed
26.2,9.28,11.62,3.33,weekly regulars
38.84,9.13,13.27,4.57,weekly regulars
22.3,0.24,18.31,0.69,lapsed
13.62,2.21,59.44,1.47,bargain hunters
24.42,1.61,55.67,0.84,bargain hunters
28.86,9.12,7.24,3.94,weekly regulars
20.14,3.08,29.53,1.39,bargain hunters
25.79,9.23,11.77,3.31,weekly regulars
13.52,0.52,68.46,1.37,lapsed
26.01,0.33,84.08,1.18,lapsed
11.23,1.6,20.66,1.76,bargain hunters
132.93,0.94,9.35,7.63,bulk buyers
19.55,11.34,6.82,3.56,weekly regulars
115.6,1.61,10.02,4.56,bulk buyers
19.63,1.62,50.03,1.37,bargain hunters
41.23,11.47,16.05,1.71,weekly regulars
60.28,10.62,7.76,4.01,weekly regulars
38.13,3.95,9.45,3.32,weekly regulars
13.82,0.11,74.08,0.94,lapsed
36.13,4.67,10.46,3.33,weekly regulars
109.71,2.13,10.25,5.96,bulk buyers
32.35,8.94,10.37,2.38,weekly regulars
34.08,6.44,10.34,3.81,weekly regulars
117.27,1.62,9.56,5.64,bulk buyers
18.73,1.68,50.56,1.66,bargain hunters
202.13,2.18,6.07,4.92,bulk buyers
32.71,10.36,17.62,3.58,weekly regulars
17.62,0.43,82.52,0.75,lapsed
41.91,7.82,6.47,3.25,weekly regulars
32.45,8.41,10.77,3.43,weekly regulars
97.2,1.26,8.69,6.71,bulk buyers
227.44,1.91,13.92,8.45,bulk buyers
156.29,7.84,38.63,4.36,unclassifiable
33.26,0.35,55.47,1.4,lapsed
18.78,5.6,52.14,1.26,unclassifiable
22.88,0.18,78.0,1.29,lapsed
19.62,1.66,37.1,1.3,bargain hunters
14.91,0.26,34.26,1.13,lapsed
11.61,2.38,40.04,1.72,bargain hunters
27.43,3.64,59.18,1.55,unclassifiable
29.03,13.67,8.01,2.71,weekly regulars
26.16,0.33,65.58,1.82,bargain hunters
238.77,1.15,10.32,7.56,bulk buyers
14.94,0.44,54.89,1.15,lapsed
15.11,0.39,72.84,1.13,lapsed
17.61,1.17,35.76,1.11,bargain hunters
11.3,1.23,48.86,1.03,bargain hunters
25.4,0.13,54.39,1.49,lapsed
20.55,2.2,49.03,1.23,bargain hunters
158.87,2.17,10.85,6.08,bulk buyers
18.31,7.67,11.49,2.73,weekly regulars
30.75,2.61,52.18,1.12,bargain hunters
217.18,1.68,6.95,5.48,bulk buyers
21.44,2.39,36.38,1.09,bargain hunters
39.03,6.91,17.98,3.24,weekly regulars
136.81,0.73,10.66,5.99,bulk buyers
34.27,9.35,12.13,2.47,weekly regulars
45.0,5.28,13.79,3.85,weekly regulars
18.28,2.71,47.96,1.02,bargain hunters
11.64,1.3,49.88,1.64,bargain hunters
16.26,2.68,43.32,1.37,bargain hunters
19.18,0.46,52.97,0.56,lapsed
8.82,2.44,40.16,0.99,bargain hunters
10.97,0.4,76.83,1.2,lapsed
31.77,2.77,69.76,1.9,bargain hunters
109.02,1.99,14.0,6.17,bulk buyers
85.41,1.35,8.4,5.06,bulk buyers
33.87,8.06,9.83,4.07,weekly regulars
57.12,8.87,11.57,3.24,weekly regulars
39.23,9.93,18.08,2.96,weekly regulars
36.26,4.44,26.66,3.53,unclassifiable
27.52,7.97,14.01,2.74,weekly regulars
11.2,1.31,39.85,1.67,bargain hunters
25.82,1.74,13.03,2.89,weekly regulars
23.95,2.11,74.69,1.57,bargain hunters
18.98,1.75,77.06,1.81,bargain hunters
35.4,7.66,11.51,2.36,weekly regulars
18.13,0.24,57.51,1.27,lapsed
75.65,0.59,9.55,5.61,bulk buyers
27.41,6.71,37.63,5.31,unclassifiable
33.33,6.76,12.95,2.86,weekly regulars
36.53,8.22,15.7,5.05,weekly regulars
146.12,1.1,7.44,8.65,bulk buyers
13.21,2.79,45.28,1.48,bargain hunters
162.66,1.82,8.81,4.6,bulk buyers
125.37,1.75,9.95,4.92,bulk buyers
94.38,1.54,6.8,4.21,bulk buyers
182.02,3.33,58.11,4.32,unclassifiable
21.81,0.32,14.99,0.49,lapsed
52.4,5.34,14.58,3.11,weekly regulars
37.49,11.09,11.59,2.91,weekly regulars
23.17,1.86,10.3,1.23,bargain hunters
18.63,0.47,54.94,0.76,lapsed
131.13,1.47,9.89,4.59,bulk buyers
129.52,0.91,10.43,7.51,bulk buyers
35.27,2.56,48.39,2.22,bargain hunters
25.32,2.33,32.93,1.48,bargain hunters
131.16,1.96,14.61,7.78,bulk buyers
13.15,2.8,23.27,1.11,bargain hunters
22.2,0.15,91.28,1.23,lapsed
15.85,0.56,38.94,1.22,lapsed
8.9,2.2,56.1,1.38,bargain hunters
32.96,0.48,41.98,1.28,lapsed
24.35,8.51,12.82,3.28,weekly regulars
40.02,8.2,14.34,2.13,weekly regulars
21.54,0.39,39.16,1.51,lapsed
54.62,5.02,9.28,3.23,weekly regulars
22.27,1.57,57.16,1.52,bargain hunters
74.21,1.84,7.06,8.1,bulk buyers
87.21,1.89,9.15,7.19,bulk buyers
40.41,9.71,19.32,4.37,weekly regulars
92.89,2.22,15.57,4.6,bulk buyers
102.14,2.58,7.9,5.31,bulk buyers
143.15,0.91,7.88,5.96,bulk buyers
13.78,1.72,25.19,1.32,bargain hunters
13.95,3.38,30.73,1.79,bargain hunters
54.22,11.29,12.55,3.32,weekly regulars
33.07,0.4,81.28,0.95,lapsed
122.49,1.35,12.38,5.76,bulk buyers
36.32,2.19,75.57,1.38,bargain hunters
144.52,1.26,9.45,6.09,bulk buyers
10.28,1.93,49.41,1.38,bargain hunters
24.79,0.32,81.31,1.26,lapsed
21.13,2.77,59.5,1.19,bargain hunters
16.41,2.54,47.15,1.45,bargain hunters
26.84,0.28,58.38,1.3,lapsed
27.96,9.56,7.14,3.38,weekly regulars
27.93,11.28,13.95,4.14,weekly regulars
26.84,0.51,95.58,1.21,lapsed
27.78,2.35,62.44,0.94,bargain hunters
115.8,1.64,9.99,4.89,bulk buyers
14.91,7.5,45.47,1.73,unclassifiable
33.11,0.45,49.5,0.75,lapsed
26.74,10.27,19.62,2.27,weekly regulars
43.15,8.14,16.39,3.29,weekly regulars
11.18,0.45,38.35,1.02,lapsed
27.56,4.45,15.24,2.95,weekly regulars
43.34,6.07,8.16,3.83,weekly regulars
15.88,1.99,37.93,1.22,bargain hunters
39.65,12.47,15.4,2.89,weekly regulars
93.21,1.32,11.5,6.23,bulk buyers
102.74,1.6,11.48,6.27,bulk buyers
31.23,9.06,12.42,3.98,weekly regulars
38.84,1.86,14.64,2.54,weekly regulars
13.51,2.4,39.12,2.2,bargain hunters
53.13,9.75,10.32,3.08,weekly regulars
40.75,8.38,15.78,3.0,weekly regulars
24.01,0.53,113.91,1.2,lapsed
22.77,0.43,110.81,0.78,lapsed
18.15,0.73,53.36,1.74,bargain hunters
20.37,8.21,18.28,1.94,weekly regulars
41.97,4.78,17.82,2.88,weekly regulars
22.49,2.58,65.09,1.53,bargain hunters
20.1,1.87,56.61,0.98,bargain hunters
112.68,1.46,7.96,5.37,bulk buyers
83.85,1.32,11.86,2.93,bulk buyers
42.34,8.03,16.47,2.84,weekly regulars
147.72,0.78,62.81,5.11,unclassifiable
15.72,2.79,37.98,1.85,bargain hunters
26.52,9.54,9.23,2.21,weekly regulars
34.36,8.11,15.7,2.62,weekly regulars
10.18,1.94,39.62,0.95,bargain hunters
28.78,0.5,78.31,1.32,lapsed
19.95,9.01,10.53,1.98,weekly regulars
97.78,1.14,10.76,5.51,bulk buyers
21.13,2.03,55.6,1.33,bargain hunters
35.22,7.71,13.84,3.7,weekly regulars
44.07,11.62,8.7,3.74,weekly regulars
37.82,10.56,11.77,2.95,weekly regulars
43.7,8.55,12.6,3.37,weekly regulars
26.82,0.42,25.26,1.01,lapsed
29.17,6.83,14.26,2.03,weekly regulars
40.12,10.37,16.34,2.74,weekly regulars
41.58,8.48,13.38,3.42,weekly regulars
111.02,1.28,8.13,7.1,bulk buyers
30.1,7.68,14.39,3.03,weekly regulars
22.26,2.78,39.09,0.99,bargain hunters
38.16,8.66,15.05,2.67,weekly regulars
12.05,0.5,88.89,0.59,lapsed
23.34,6.6,80.16,1.38,unclassifiable
93.66,1.64,4.52,1.93,bulk buyers
26.61,3.1,67.92,1.71,bargain hunters
29.68,9.14,13.3,1.4,weekly regulars
24.99,0.4,113.95,0.77,lapsed
17.55,2.42,28.79,1.0,bargain hunters
47.7,10.18,17.57,3.0,weekly regulars
31.33,0.42,89.57,0.91,lapsed
17.98,2.43,33.66,0.98,bargain hunters
26.93,10.18,15.89,4.37,weekly regulars
37.33,6.77,10.87,3.45,weekly regulars
34.05,4.84,5.79,4.07,unclassifiable
9.74,3.38,30.09,1.25,bargain hunters
34.18,7.7,11.91,3.47,weekly regulars
14.48,3.08,66.69,0.99,bargain hunters
22.0,6.95,15.68,2.98,weekly regulars
3.77,5.36,46.29,4.02,unclassifiable
30.57,4.72,11.81,3.17,weekly regulars
116.97,1.22,15.02,3.79,bulk buyers
12.99,1.7,44.44,1.67,bargain hunters
33.38,7.91,13.72,3.78,weekly regulars
9.51,1.19,39.86,1.48,bargain hunters
12.73,1.6,43.64,1.71,bargain hunters
16.65,0.5,76.65,1.46,lapsed
153.89,0.78,5.53,5.66,bulk buyers
69.87,1.43,5.46,7.28,bulk buyers
36.85,7.25,11.38,3.75,weekly regulars
30.22,7.8,8.64,4.8,weekly regulars
33.82,5.98,9.07,4.85,weekly regulars
39.92,8.89,8.53,3.6,weekly regulars
45.44,5.73,11.02,3.32,weekly regulars
22.04,0.25,42.8,0.98,lapsed
164.59,1.44,6.03,7.67,bulk buyers
16.54,8.96,9.18,2.93,weekly regulars
40.64,7.64,36.17,5.64,unclassifiable
26.46,2.67,61.67,1.36,bargain hunters
36.86,6.78,5.31,2.07,weekly regulars
24.9,1.74,21.27,1.5,bargain hunters
22.73,6.88,8.45,4.01,weekly regulars
26.27,0.47,52.97,0.8,lapsed
115.47,1.36,4.86,7.54,bulk buyers
34.4,10.98,11.23,4.12,weekly regulars
15.86,0.48,75.76,1.1,lapsed
40.44,6.88,12.19,3.96,weekly regulars
20.72,6.75,11.42,3.94,weekly regulars
17.65,2.7,37.77,1.39,bargain hunters
118.39,1.44,14.49,4.43,bulk buyers
15.9,2.69,28.56,1.75,bargain hunters
107.94,0.72,7.37,7.37,bulk buyers
149.59,1.42,7.65,4.31,bulk buyers
32.13,7.82,8.56,2.33,weekly regulars
17.38,1.74,45.41,1.11,bargain hunters
18.99,2.54,51.6,1.34,bargain hunters
26.46,2.83,61.54,1.3,bargain hunters
39.49,10.48,13.22,2.77,weekly regulars
34.55,9.88,16.32,4.0,weekly regulars
36.79,5.97,10.27,1.46,weekly regulars
40.24,9.16,9.27,1.74,weekly regulars
18.94,10.83,10.7,2.78,weekly regulars
12.09,2.25,45.37,1.48,bargain hunters
82.07,1.58,7.32,4.24,bulk buyers
20.82,11.12,10.6,4.2,weekly regulars
8.97,1.67,42.0,0.78,bargain hunters
18.6,2.24,37.63,0.74,bargain hunters
28.48,0.34,25.61,0.64,lapsed
164.8,1.24,11.79,5.2,bulk buyers
28.09,0.33,71.39,1.06,lapsed
144.89,1.29,11.28,4.88,bulk buyers
16.93,1.42,42.75,1.06,bargain hunters
129.97,1.09,7.94,5.14,bulk buyers
19.96,2.01,57.51,0.44,bargain hunters
119.88,1.7,11.1,6.14,bulk buyers
58.91,1.52,12.57,6.05,bulk buyers
89.79,1.56,9.0,6.88,bulk buyers
40.76,9.77,9.73,3.49,weekly regulars
39.2,0.75,53.92,1.48,unclassifiable
237.07,6.09,39.34,2.24,unclassifiable
149.59,1.22,6.93,3.55,bulk buyers
31.55,5.05,11.19,2.33,weekly regulars
20.8,0.41,101.29,1.26,lapsed
25.31,8.07,8.89,2.95,weekly regulars
24.57,8.23,14.22,3.85,weekly regulars
31.15,10.43,11.67,2.46,weekly regulars
71.28,9.06,12.03,3.03,weekly regulars
13.43,3.01,32.84,1.26,bargain hunters
140.5,1.04,11.86,4.95,bulk buyers
27.76,10.74,10.44,3.49,weekly regulars
31.89,7.66,9.49,4.58,weekly regulars
32.48,9.44,10.38,1.22,weekly regulars
30.13,8.2,16.02,4.27,weekly regulars
24.7,0.23,81.75,0.82,lapsed
23.82,0.2,19.22,1.42,lapsed
32.49,6.79,7.85,3.66,weekly regulars
15.69,0.58,32.57,0.77,lapsed
48.01,4.66,8.96,3.41,weekly regulars
15.65,2.24,57.78,1.33,bargain hunters
23.3,0.51,94.18,1.46,lapsed
29.39,8.93,15.52,3.08,weekly regulars
44.71,10.89,16.93,3.75,weekly regulars
43.84,6.4,17.41,4.94,weekly regulars
26.29,3.14,49.78,1.53,bargain hunters
34.27,8.68,12.47,3.38,weekly regulars
147.65,1.43,7.23,6.14,bulk buyers
31.05,0.47,90.19,1.28,lapsed
28.49,0.52,74.09,1.07,lapsed
17.35,2.17,32.77,1.7,bargain hunters
24.52,2.52,63.41,1.63,bargain hunters
21.8,2.56,50.27,1.91,bargain hunters
104.22,1.87,8.02,3.05,bulk buyers
21.72,1.27,24.08,1.28,bargain hunters
26.06,0.44,63.02,1.62,lapsed
70.89,9.39,9.04,4.25,weekly regulars
19.97,1.46,67.37,1.61,bargain hunters
24.29,9.14,12.94,4.54,weekly regulars
23.42,5.96,19.37,1.87,weekly regulars
144.99,1.63,5.76,6.34,bulk buyers
22.68,1.89,45.59,1.43,bargain hunters
31.89,12.92,12.93,3.11,weekly regulars
174.68,1.53,8.74,6.58,bulk buyers
25.48,3.9,14.97,3.7,weekly regulars
20.47,1.78,37.39,2.04,bargain hunters
141.93,1.86,7.69,5.8,bulk buyers
17.73,2.76,49.16,0.77,bargain hunters
36.79,7.48,13.47,3.08,weekly regulars
41.74,7.15,57.19,6.46,unclassifiable
63.55,6.28,52.47,3.08,unclassifiable
123.0,1.7,9.35,6.51,bulk buyers
13.13,0.23,89.96,0.62,lapsed
16.36,1.5,39.08,1.82,bargain hunters
17.18,2.36,47.83,1.45,bargain hunters
30.52,5.29,16.2,3.27,weekly regulars
16.11,2.5,38.15,2.25,bargain hunters
21.03,0.27,74.61,0.77,lapsed
38.2,6.77,8.57,3.11,weekly regulars
159.48,2.33,34.96,5.3,unclassifiable
11.39,2.0,69.61,0.98,bargain hunters
101.85,1.38,10.34,5.03,bulk buyers
21.87,0.3,62.82,1.21,lapsed
24.17,2.48,48.63,1.86,bargain hunters
18.26,2.38,60.0,1.13,bargain hunters
23.46,9.35,13.62,1.96,weekly regulars
153.92,0.9,12.22,9.95,bulk buyers
22.52,1.67,61.45,1.36,bargain hunters
8.96,2.87,51.25,1.1,bargain hunters
49.19,6.02,14.32,3.24,weekly regulars
19.33,8.2,69.26,4.79,unclassifiable
35.57,10.02,7.73,1.62,weekly regulars
21.12,0.28,47.9,1.01,lapsed
17.61,3.4,73.19,1.31,bargain hunters
21.25,0.23,89.49,1.09,lapsed
42.47,12.92,11.88,3.64,weekly regulars
29.77,7.61,7.93,3.15,weekly regulars
132.06,1.05,8.63,6.29,bulk buyers
19.56,1.75,13.68,1.34,bargain hunters
29.4,7.05,12.58,4.04,weekly regulars
22.97,0.42,93.39,1.07,lapsed
23.03,14.32,10.91,2.85,weekly regulars
15.08,1.49,33.38,1.62,bargain hunters
136.43,1.64,12.54,7.23,bulk buyers
17.57,1.45,64.77,1.25,bargain hunters
101.34,1.34,10.55,6.51,bulk buyers
218.32,1.37,14.1,6.17,bulk buyers
103.98,1.19,13.36,3.95,bulk buyers
14.56,0.47,44.95,1.42,bargain hunters
9.04,2.26,40.65,1.41,bargain hunters
18.75,0.36,78.56,1.3,lapsed
50.45,10.01,12.31,3.79,weekly regulars
27.3,0.37,78.74,1.04,lapsed
146.43,1.64,10.97,3.0,bulk buyers
31.75,4.64,25.51,2.64,unclassifiable
7.79,2.44,57.14,1.1,bargain hunters
53.38,12.08,16.11,3.18,weekly regulars
19.38,1.07,40.74,1.12,bargain hunters
28.63,0.5,86.71,1.05,lapsed
97.37,1.71,8.9,4.91,bulk buyers
64.77,1.23,13.21,5.83,bulk buyers
36.29,10.07,8.18,3.17,weekly regulars
12.29,1.44,50.51,1.3,bargain hunters
25.99,12.73,4.59,2.1,weekly regulars
20.99,2.06,46.28,0.92,bargain hunters
23.32,0.41,81.37,1.32,lapsed
12.47,2.54,36.48,1.2,bargain hunters
18.53,1.77,62.03,1.25,bargain hunters
14.55,0.31,109.94,1.14,lapsed
108.1,1.45,5.34,4.72,bulk buyers
18.69,1.35,48.79,1.06,bargain hunters
23.47,1.88,44.05,1.55,bargain hunters
43.91,7.86,9.69,3.9,weekly regulars
17.78,10.45,12.55,3.96,weekly regulars
136.98,1.79,11.53,6.23,bulk buyers
24.6,2.27,17.68,2.78,bargain hunters
34.42,0.47,51.21,0.87,lapsed
44.42,8.6,15.21,4.29,weekly regulars
19.94,1.69,42.83,1.29,bargain hunters
24.15,0.45,75.86,1.48,lapsed
127.52,1.26,9.01,6.51,bulk buyers
103.02,1.97,11.11,5.77,bulk buyers
110.93,1.46,11.85,8.43,bulk buyers
11.22,0.5,106.73,0.84,lapsed
37.44,8.44,15.14,2.62,weekly regulars
172.46,1.89,9.69,6.06,bulk buyers
16.76,1.54,54.16,1.72,bargain hunters
19.67,0.46,103.37,1.09,lapsed
20.32,2.35,61.04,1.83,bargain hunters
39.26,1.18,42.67,3.77,unclassifiable
19.02,0.57,83.46,1.25,lapsed
61.78,10.41,11.37,4.58,weekly regulars
182.17,1.5,11.16,2.57,bulk buyers
31.9,10.4,7.93,2.91,weekly regulars
16.66,2.47,62.55,0.96,bargain hunters
173.44,0.74,11.76,7.08,bulk buyers
43.52,3.72,11.39,3.28,weekly regulars
148.7,1.82,5.83,6.81,bulk buyers
110.63,1.57,7.91,4.88,bulk buyers
24.12,0.5,51.01,1.09,lapsed
14.45,0.31,66.79,0.76,lapsed
41.46,3.54,34.37,5.18,unclassifiable
94.74,2.21,9.92,7.75,bulk buyers
21.56,11.64,11.23,3.2,weekly regulars
21.81,1.58,35.62,2.0,bargain hunters
76.64,0.98,5.44,5.42,bulk buyers
124.28,1.62,8.82,6.46,bulk buyers
17.51,2.22,49.5,1.62,bargain hunters
10.23,2.7,60.89,1.2,bargain hunters
60.1,9.14,11.89,4.95,weekly regulars
110.01,1.15,6.67,6.39,bulk buyers
123.53,1.75,7.91,8.19,bulk buyers
32.54,8.86,3.57,3.05,weekly regulars
184.1,0.86,8.49,5.44,bulk buyers
35.37,0.52,59.1,1.25,lapsed
48.33,4.91,42.8,4.83,unclassifiable
38.37,5.7,7.84,2.5,weekly regulars
31.61,7.01,13.4,3.51,weekly regulars
39.56,10.01,13.13,2.93,weekly regulars
19.94,2.38,50.12,1.08,bargain hunters
26.77,8.93,18.66,2.17,weekly regulars
116.81,0.96,12.18,7.09,bulk buyers
166.56,1.86,9.6,5.6,bulk buyers
18.68,0.45,51.41,1.18,lapsed
33.87,4.71,14.21,4.0,weekly regulars
91.85,1.78,11.3,5.55,bulk buyers
131.52,1.75,2.34,5.87,bulk buyers
14.8,1.13,61.03,1.63,bargain hunters
25.25,0.34,84.22,1.17,lapsed
25.08,1.62,53.08,1.46,bargain hunters
21.13,2.44,39.7,1.22,bargain hunters
25.67,3.21,18.06,2.68,weekly regulars
29.62,13.03,12.24,2.22,weekly regulars
112.2,1.99,8.59,4.0,bulk buyers
17.7,1.31,51.93,0.91,bargain hunters
12.07,2.43,46.65,1.16,bargain hunters
29.52,6.77,9.7,3.69,weekly regulars
31.91,1.12,65.69,1.02,bargain hunters
19.21,2.4,37.06,1.46,bargain hunters
141.25,1.86,6.91,5.51,bulk buyers
170.52,1.34,2.27,7.04,bulk buyers
167.63,1.9,9.94,7.59,bulk buyers
36.56,7.93,12.13,3.64,weekly regulars
178.66,2.21,7.36,6.28,bulk buyers
12.87,2.51,58.82,1.06,bargain hunters
165.87,1.4,11.12,5.93,bulk buyers
21.64,0.67,79.47,0.7,lapsed
14.61,1.56,63.07,1.38,bargain hunters
19.59,0.34,21.79,0.5,lapsed
21.97,0.55,71.75,1.25,lapsed
26.23,6.28,8.39,2.04,weekly regulars
56.52,8.97,7.27,2.85,weekly regulars
36.37,10.64,19.93,2.8,weekly regulars
21.46,0.25,66.44,1.11,lapsed
16.45,0.28,81.57,0.46,lapsed
27.81,9.29,9.77,3.05,weekly regulars
138.82,1.48,12.81,5.38,bulk buyers
41.72,12.82,6.99,3.12,weekly regulars
18.54,1.71,29.65,0.82,bargain hunters
24.86,8.16,14.64,1.9,weekly regulars
16.69,2.21,34.66,2.16,bargain hunters
40.62,4.76,12.71,3.04,weekly regulars
19.4,11.84,14.52,2.4,weekly regulars
17.4,1.28,13.28,1.37,bargain hunters
26.89,6.05,11.49,4.1,weekly regulars
32.99,11.16,15.41,3.07,weekly regulars
27.23,0.2,84.3,1.03,lapsed
19.42,0.61,61.19,1.03,lapsed
19.57,2.59,30.07,1.29,bargain hunters
41.69,8.9,13.54,3.46,weekly regulars
18.34,3.47,59.24,0.68,bargain hunters
46.89,7.16,10.57,3.39,weekly regulars
23.11,6.86,13.02,3.48,weekly regulars
51.02,12.05,11.21,3.53,weekly regulars
61.83,11.76,8.04,3.83,weekly regulars
144.19,1.6,5.53,5.52,bulk buyers
13.16,2.57,67.92,2.12,bargain hunters
16.45,0.61,99.19,0.78,lapsed
12.4,1.78,64.55,0.92,bargain hunters
32.2,6.44,11.77,3.82,weekly regulars
129.4,1.82,11.79,4.33,bulk buyers
37.46,8.25,5.56,5.47,weekly regulars
172.71,1.29,5.33,6.86,bulk buyers
108.29,1.52,14.2,5.02,bulk buyers
13.06,4.14,45.5,0.93,bargain hunters
35.97,2.0,55.74,1.38,bargain hunters
204.72,1.29,5.8,8.49,bulk buyers
191.83,2.19,7.58,6.11,bulk buyers
157.91,1.1,9.36,5.44,bulk buyers
93.28,1.1,8.06,6.97,bulk buyers
19.24,1.01,40.12,0.79,bargain hunters
28.32,1.5,69.17,1.19,bargain hunters
13.94,2.27,51.2,0.84,bargain hunters
24.89,8.36,14.85,4.23,weekly regulars
27.19,0.22,91.27,0.64,lapsed
34.73,9.18,12.8,3.32,weekly regulars
11.82,1.7,57.78,0.96,bargain hunters
22.83,2.15,44.43,1.2,bargain hunters
80.25,4.3,44.75,0.8,unclassifiable
11.7,2.12,42.43,2.1,bargain hunters
25.58,1.76,56.67,1.58,bargain hunters
29.94,10.44,15.9,3.03,weekly regulars
75.21,1.78,12.81,7.38,bulk buyers
20.3,2.31,60.3,1.61,bargain hunters
40.34,9.85,14.32,2.13,weekly regulars
47.91,13.32,10.46,3.31,weekly regulars
18.52,1.94,37.36,1.95,bargain hunters
59.92,7.18,10.77,2.8,weekly regulars
42.44,6.81,20.6,3.7,weekly regulars
46.1,7.37,17.57,2.3,weekly regulars
24.8,3.09,56.65,1.39,bargain hunters
26.21,0.42,78.56,1.44,lapsed
47.42,2.48,31.04,0.9,unclassifiable
215.71,1.22,7.47,4.92,bulk buyers
49.03,6.05,9.04,1.9,weekly regulars
28.45,0.61,75.44,0.58,lapsed
287.2,0.85,9.95,8.55,bulk buyers
206.56,1.37,6.01,4.47,bulk buyers
27.79,12.47,8.92,2.81,weekly regulars
14.64,2.06,45.57,2.02,bargain hunters
114.09,0.93,10.64,6.62,bulk buyers
26.25,0.44,58.02,1.57,lapsed
10.76,2.26,60.98,1.26,bargain hunters
35.98,0.49,47.52,1.05,lapsed
15.94,2.44,30.18,1.47,bargain hunters
40.26,6.74,12.75,2.3,weekly regulars
26.42,2.01,41.08,1.75,bargain hunters
23.39,0.55,116.39,0.73,lapsed
28.25,7.79,8.01,3.74,weekly regulars
18.97,1.39,40.22,1.36,bargain hunters
113.36,0.62,5.29,5.35,bulk buyers
98.03,1.35,7.0,7.97,bulk buyers
30.11,0.36,68.91,1.07,lapsed
201.05,2.02,11.76,4.4,bulk buyers
185.26,1.22,14.13,6.62,bulk buyers
34.16,4.98,10.53,2.58,weekly regulars
64.3,7.47,29.87,1.29,unclassifiable
44.24,7.32,6.84,4.34,weekly regulars
24.06,0.49,40.2,1.17,lapsed
130.6,1.28,5.21,7.94,bulk buyers
34.59,3.33,41.9,2.09,unclassifiable
34.2,12.89,7.84,4.62,weekly regulars
18.04,0.48,75.82,1.46,lapsed
33.49,8.74,10.33,2.56,weekly regulars
21.83,0.4,55.7,1.11,lapsed
41.12,13.19,18.17,3.77,weekly regulars
23.67,0.41,89.07,0.92,lapsed
103.84,1.67,10.94,3.7,bulk buyers
18.86,3.26,72.22,1.15,bargain hunters
23.01,0.31,94.61,1.26,lapsed
9.99,1.09,59.21,1.4,bargain hunters
158.12,2.09,7.73,6.98,bulk buyers
21.86,10.03,11.34,4.25,weekly regulars
12.43,1.97,38.33,1.28,bargain hunters
31.58,1.93,25.42,1.35,bargain hunters
13.16,2.42,81.77,2.81,unclassifiable
117.34,0.84,6.32,5.27,bulk buyers
