Amount,Hour,AccountAgeDays,CountriesUsed,PriorChargebacks,Fraud
100.23,23,1324.0,1,0,0
134.13,10,337.0,1,0,0
18.14,3,67.0,1,0,0
2.87,12,630.0,1,0,0
121.84,11,266.0,1,0,0
21.33,7,42.0,1,0,0
9.74,1,922.0,1,0,0
29.64,14,1081.0,1,0,0
4.36,21,102.0,1,1,0
19.87,6,135.0,1,0,0
7.97,20,362.0,1,0,0
9.34,16,349.0,2,0,0
5.86,12,1122.0,1,0,0
12.95,7,430.0,1,0,0
14.87,5,342.0,1,0,0
9.88,7,270.0,1,0,0
1.74,6,1049.0,1,0,0
85.84,11,313.0,1,0,0
38.67,5,251.0,1,0,0
8.2,19,879.0,1,0,0
1.7,1,692.0,1,0,0
37.2,0,90.0,1,0,0
4.88,2,188.0,1,0,0
7.99,18,495.0,1,0,0
67.65,0,387.0,1,0,0
17.31,10,634.0,3,0,0
58.55,2,242.0,1,0,0
63.53,21,202.0,1,0,0
114.66,5,347.0,1,0,0
3.93,19,529.0,1,0,0
97.37,11,1009.0,1,0,0
31.3,12,768.0,1,0,0
14.13,19,203.0,1,0,0
14.58,22,58.0,1,0,0
14.53,3,652.0,1,0,0
30.54,19,1167.0,1,0,0
79.75,17,63.0,1,1,0
54.3,19,228.0,1,0,0
24.8,17,89.0,1,0,0
17.15,19,207.0,1,1,0
11.71,4,646.0,1,0,0
57.96,16,257.0,1,0,0
21.52,8,830.0,1,0,0
105.73,17,450.0,2,0,0
178.19,22,251.0,2,0,0
22.1,18,1508.0,1,0,0
40.43,15,1527.0,1,0,0
10.96,18,166.0,3,0,0
54.53,1,43.0,1,0,0
9.61,13,290.0,1,0,0
57.11,14,606.0,1,0,0
76.06,14,726.0,1,0,0
8.15,11,338.0,1,0,0
57.3,7,239.0,1,0,0
18.14,6,1466.0,1,0,0
28.8,18,676.0,1,0,0
66.17,18,453.0,1,0,0
35.49,19,755.0,1,0,0
54.3,22,344.0,1,1,0
94.38,1,197.0,1,0,0
7.92,2,50.0,1,0,0
22.44,16,1131.0,1,0,0
28.51,2,441.0,1,1,0
21.55,20,259.0,1,0,0
54.49,8,344.0,1,0,0
37.84,12,113.0,1,0,0
5.88,0,622.0,1,0,0
42.3,22,331.0,1,0,0
26.9,6,785.0,3,0,0
32.35,9,1442.0,1,0,0
8.39,14,441.0,1,0,0
6.41,13,139.0,1,0,0
294.37,14,699.0,1,0,0
25.01,0,651.0,1,0,0
24.62,11,146.0,1,0,0
130.37,22,261.0,1,0,0
12.94,22,282.0,1,1,0
513.61,7,1025.0,1,0,0
37.72,19,164.0,1,0,0
371.64,23,757.0,1,0,0
37.49,12,29.0,1,0,0
16.32,21,567.0,1,0,0
29.0,18,137.0,1,0,0
14.76,5,789.0,1,0,0
34.91,3,237.0,1,0,1
5.19,10,476.0,1,0,0
34.46,12,555.0,1,0,0
448.62,5,295.0,1,0,0
19.12,18,343.0,1,1,0
12.7,1,373.0,1,0,0
211.85,6,245.0,1,0,0
125.88,4,729.0,3,1,0
22.66,14,297.0,1,0,0
112.46,23,209.0,1,1,0
15.7,4,328.0,1,0,0
8.1,9,1173.0,1,0,0
12.42,22,152.0,1,0,0
49.0,1,16.0,1,0,0
76.59,22,243.0,1,0,0
12.87,5,205.0,1,0,0
99.54,12,929.0,1,0,0
4.2,11,410.0,1,0,0
56.43,5,362.0,1,0,0
101.31,18,80.0,1,0,0
87.71,21,184.0,1,0,0
43.98,12,128.0,1,0,0
8.17,14,203.0,1,0,0
40.38,7,285.0,1,0,0
34.05,15,676.0,1,0,0
22.45,9,147.0,1,0,0
53.77,7,281.0,1,0,0
10.72,17,1158.0,1,0,0
5.55,5,107.0,2,0,0
94.68,17,363.0,1,0,0
4.84,3,421.0,1,0,0
26.44,16,220.0,1,0,0
44.68,18,253.0,1,0,0
17.98,7,112.0,1,0,0
34.05,17,666.0,1,0,0
17.99,14,1159.0,1,0,0
34.71,22,228.0,3,0,0
16.26,17,174.0,1,0,0
7.34,22,1366.0,1,0,0
116.81,4,354.0,1,0,0
7.78,11,596.0,1,0,0
5.05,7,1008.0,1,0,0
44.3,14,630.0,1,0,0
13.12,14,182.0,1,0,0
5.87,4,1719.0,1,0,0
144.12,16,706.0,1,0,0
56.37,4,594.0,1,0,0
85.13,18,879.0,1,0,0
39.95,1,451.0,1,0,0
32.35,12,723.0,1,0,0
34.88,19,1049.0,1,0,0
173.66,12,201.0,1,0,0
30.51,19,1465.0,1,0,0
1.27,12,482.0,1,0,0
59.65,14,580.0,1,0,0
83.27,21,640.0,1,0,0
46.67,22,257.0,1,0,0
50.81,2,893.0,1,0,0
13.58,9,342.0,1,0,0
116.53,18,243.0,1,0,0
17.48,11,125.0,1,0,0
17.56,7,754.0,2,0,0
41.21,1,347.0,1,0,0
5.15,10,429.0,1,0,0
7.22,14,131.0,1,0,0
4.48,4,358.0,1,0,0
7.83,4,558.0,1,0,0
94.52,22,1081.0,1,0,0
83.99,18,376.0,1,0,0
24.82,0,648.0,2,0,0
45.34,21,279.0,1,0,0
117.46,11,514.0,1,0,0
73.25,4,944.0,1,0,0
13.52,10,487.0,1,0,0
44.37,7,122.0,1,0,0
59.87,8,1344.0,1,0,0
5.61,4,361.0,1,0,0
35.72,20,323.0,1,0,0
46.64,21,636.0,1,0,0
90.43,7,472.0,1,0,0
4.19,18,840.0,1,0,0
3.04,12,386.0,1,0,0
6.96,5,475.0,1,0,0
64.16,22,471.0,1,0,0
1117.45,15,596.0,1,0,0
34.53,13,435.0,1,0,0
9.13,9,785.0,2,0,0
47.88,23,228.0,1,0,0
176.6,3,339.0,1,0,0
43.08,16,287.0,1,0,0
166.98,4,830.0,1,0,0
227.59,3,1118.0,1,0,0
64.38,21,143.0,1,1,0
74.58,2,422.0,1,0,0
38.48,10,200.0,1,0,0
25.9,3,1246.0,1,1,0
12.62,4,577.0,1,0,0
20.82,7,616.0,1,0,0
115.51,9,834.0,1,1,0
43.99,2,571.0,3,0,0
3.56,2,1254.0,1,0,0
109.93,18,773.0,1,0,0
37.59,22,350.0,1,0,0
77.29,23,342.0,1,0,0
65.98,18,405.0,1,0,0
18.53,16,62.0,1,0,0
37.4,7,1129.0,1,0,0
25.26,3,68.0,1,0,0
27.03,16,285.0,1,0,0
9.55,16,334.0,1,0,0
80.77,13,272.0,1,0,0
8.66,4,329.0,1,0,0
11.82,4,660.0,1,0,0
86.42,22,428.0,1,0,0
568.47,23,1465.0,1,1,0
36.89,15,70.0,1,0,0
9.06,23,315.0,1,0,0
68.93,13,176.0,1,0,0
93.49,12,671.0,1,0,0
75.92,1,175.0,1,0,0
74.24,22,140.0,1,0,0
20.22,22,550.0,1,1,0
7.79,12,509.0,3,0,0
41.54,10,237.0,1,0,0
39.65,16,560.0,1,0,0
164.39,16,592.0,1,1,0
38.01,12,400.0,1,0,0
109.14,11,359.0,1,1,0
13.98,17,402.0,1,0,0
22.19,0,1642.0,1,0,0
41.91,7,286.0,2,0,0
3.08,15,76.0,2,1,0
74.46,12,352.0,1,0,0
65.49,8,1512.0,1,0,0
37.5,8,226.0,1,0,0
2.25,18,192.0,1,0,0
30.75,9,53.0,1,0,0
7.41,3,1015.0,1,0,0
392.58,16,638.0,1,0,0
136.21,0,137.0,1,0,0
94.5,17,102.0,1,0,0
8.57,2,1097.0,1,0,0
16.42,0,263.0,1,0,0
74.59,11,1621.0,1,0,0
54.69,15,554.0,2,0,0
54.57,0,69.0,1,0,0
17.06,0,234.0,1,0,0
25.8,11,206.0,1,0,0
142.14,0,446.0,1,1,0
2.58,16,171.0,1,0,0
11.61,12,204.0,1,0,0
17.93,5,243.0,2,0,0
18.36,16,189.0,1,0,0
21.13,14,382.0,1,0,0
10.63,21,1069.0,1,0,0
29.28,0,1295.0,1,0,0
25.62,4,563.0,1,0,0
6.27,2,444.0,1,0,0
32.55,7,722.0,1,0,0
199.37,19,1245.0,1,0,0
96.11,17,264.0,1,0,0
38.47,11,885.0,1,0,0
94.28,11,377.0,1,0,0
13.49,14,238.0,1,0,0
231.51,12,506.0,2,0,0
70.32,3,845.0,1,0,0
27.97,4,200.0,1,0,0
33.94,0,760.0,1,0,0
4.83,0,546.0,2,0,0
17.86,17,2054.0,1,0,0
94.81,6,413.0,1,0,0
10.63,18,297.0,1,0,0
14.24,9,747.0,2,0,0
30.71,13,431.0,1,0,0
12.3,15,455.0,1,0,0
4.44,15,190.0,1,1,0
3.15,16,261.0,1,0,0
46.05,21,1025.0,1,0,0
59.3,7,1355.0,1,0,0
28.32,22,99.0,1,0,0
68.69,22,274.0,2,0,0
41.58,4,409.0,1,0,0
13.25,16,198.0,1,0,0
25.78,9,469.0,1,0,0
7.03,10,951.0,3,0,0
66.36,11,308.0,1,0,0
6.18,8,2084.0,1,0,0
10.04,4,140.0,1,0,0
3.48,7,374.0,1,0,0
6.6,11,224.0,1,0,0
12.45,6,234.0,1,0,0
5.2,5,546.0,1,0,0
13.85,22,953.0,1,0,0
29.14,5,217.0,1,0,0
22.21,12,319.0,1,0,0
22.76,13,248.0,1,0,0
54.53,8,767.0,1,0,0
75.0,21,353.0,1,0,0
4.63,10,302.0,1,0,0
24.12,20,577.0,1,0,0
13.98,20,590.0,1,0,0
43.35,11,1593.0,1,1,0
41.64,14,209.0,1,0,0
41.88,12,607.0,1,1,0
44.22,22,428.0,1,0,0
218.06,18,144.0,1,0,0
29.73,10,545.0,1,0,0
12.61,10,808.0,1,0,0
199.2,18,359.0,1,0,0
6.47,7,55.0,1,0,0
177.31,0,829.0,1,0,0
7.36,8,403.0,1,0,0
10.85,3,60.0,1,0,0
17.83,17,229.0,1,0,0
22.08,23,282.0,1,0,0
71.17,0,203.0,1,0,0
11.03,1,571.0,1,0,0
11.21,2,560.0,1,0,0
23.39,13,624.0,1,0,0
110.26,12,335.0,1,0,0
17.89,10,767.0,1,0,0
63.94,15,371.0,1,0,0
12.66,6,1162.0,1,0,0
34.28,13,356.0,1,0,0
2.05,14,1173.0,1,0,0
11.82,16,652.0,1,0,0
49.46,10,890.0,1,0,0
67.81,21,153.0,1,0,0
153.94,13,943.0,1,0,0
33.76,8,1139.0,1,0,0
19.99,13,230.0,1,0,0
18.14,2,376.0,2,0,0
66.12,18,750.0,1,0,0
22.97,22,106.0,1,0,0
8.82,13,583.0,1,0,0
73.86,18,517.0,1,0,0
17.18,10,115.0,1,0,0
22.86,15,874.0,2,0,0
32.67,8,476.0,1,0,0
15.76,9,86.0,1,0,0
132.0,11,194.0,1,0,0
27.6,5,26.0,1,0,0
25.23,7,325.0,2,0,0
13.26,8,79.0,2,0,0
52.51,6,376.0,1,0,0
1.99,20,373.0,1,1,0
10.93,4,374.0,2,0,0
5.36,0,275.0,1,0,0
16.25,6,421.0,1,0,0
66.81,21,1506.0,1,0,0
292.11,7,2348.0,1,0,0
11.69,22,1208.0,1,0,0
72.54,15,425.0,1,0,0
173.49,11,367.0,2,0,0
33.69,17,1007.0,1,0,0
33.96,5,768.0,3,0,0
67.84,10,236.0,1,0,0
13.92,7,363.0,2,0,0
16.23,20,275.0,1,0,0
178.22,13,901.0,1,0,0
41.72,2,52.0,1,0,0
3.69,23,426.0,1,0,0
110.89,15,347.0,1,0,0
25.69,19,388.0,1,0,0
6.67,1,76.0,1,0,0
46.39,1,147.0,1,0,0
209.46,7,401.0,1,0,0
52.19,18,221.0,1,0,0
63.59,20,128.0,1,0,0
33.78,13,881.0,1,0,0
52.37,8,477.0,1,0,0
100.66,6,172.0,1,0,0
24.17,19,812.0,1,0,0
19.81,19,168.0,1,0,0
9.47,13,476.0,1,0,0
25.5,8,220.0,1,0,0
143.45,22,533.0,1,0,0
44.87,8,254.0,1,1,0
22.09,4,52.0,1,0,0
13.15,14,392.0,1,0,0
54.41,22,446.0,1,0,0
34.16,18,782.0,1,1,0
43.98,23,601.0,1,0,0
20.76,2,219.0,1,0,0
60.38,8,109.0,1,0,0
11.52,5,220.0,1,0,0
14.8,18,109.0,1,0,0
142.12,14,130.0,1,0,0
193.81,1,647.0,1,0,0
23.74,1,597.0,3,0,0
183.2,9,155.0,1,0,0
9.34,4,335.0,2,0,0
6.73,14,702.0,1,0,0
172.99,0,578.0,1,0,0
23.42,3,632.0,1,0,0
75.86,21,66.0,1,0,0
20.0,10,365.0,1,0,0
111.4,18,796.0,1,0,0
75.07,15,85.0,1,0,0
7.4,2,247.0,1,0,0
20.18,8,454.0,1,0,0
13.07,4,198.0,1,0,0
14.76,16,570.0,1,0,0
38.56,1,623.0,1,0,0
29.9,5,2444.0,2,0,0
47.37,10,486.0,1,0,0
20.0,2,252.0,2,0,0
12.54,13,269.0,1,0,0
33.47,19,975.0,1,0,0
122.75,8,805.0,1,0,0
155.74,7,825.0,1,0,0
67.84,2,1065.0,1,0,0
1.76,19,161.0,1,0,0
49.11,6,854.0,1,0,0
31.2,11,451.0,3,0,0
32.38,4,237.0,1,0,0
23.14,1,379.0,1,0,0
28.1,12,1790.0,1,0,0
228.99,18,653.0,1,0,0
62.79,12,168.0,1,0,0
114.01,19,334.0,2,0,0
75.8,17,840.0,1,0,0
43.5,22,571.0,1,0,0
122.13,18,1341.0,2,0,0
132.8,23,2144.0,1,0,0
1.75,6,305.0,1,0,0
47.06,7,718.0,1,0,0
14.4,23,799.0,1,0,0
65.85,21,146.0,1,1,0
114.35,20,121.0,1,0,0
26.48,20,837.0,1,0,0
5.73,23,895.0,1,1,0
8.79,8,246.0,1,0,0
81.17,19,757.0,2,0,0
70.51,21,487.0,1,0,0
80.41,14,261.0,1,0,0
67.02,19,265.0,2,0,0
8.26,12,748.0,1,0,0
36.81,19,530.0,1,0,0
81.48,8,188.0,1,0,0
4.07,15,1049.0,1,0,0
101.2,0,415.0,1,0,0
45.5,18,272.0,1,0,0
122.73,5,602.0,2,0,0
121.06,7,95.0,1,0,0
33.01,12,527.0,1,0,0
282.44,18,431.0,1,0,0
195.99,19,332.0,1,0,0
42.0,0,836.0,1,0,0
15.48,21,86.0,1,0,0
3.88,2,178.0,1,0,0
187.78,18,324.0,2,0,0
58.41,1,156.0,1,0,0
1.78,18,1000.0,1,0,0
27.41,9,105.0,1,0,0
11.29,2,206.0,1,0,0
8.23,7,197.0,1,0,0
31.19,3,705.0,1,0,0
3.43,21,367.0,1,0,0
28.85,21,281.0,1,0,0
240.87,17,1308.0,1,1,0
299.27,5,617.0,2,1,0
295.59,20,452.0,1,0,0
2.65,23,473.0,1,0,0
4.24,7,144.0,1,0,0
27.5,13,512.0,1,1,0
57.27,7,926.0,1,0,0
31.62,16,351.0,1,0,0
14.26,14,851.0,1,0,0
12.31,2,163.0,1,0,0
45.17,18,290.0,2,0,0
43.57,18,84.0,1,0,0
17.18,12,171.0,1,0,0
62.39,16,390.0,1,0,0
14.33,11,184.0,2,0,0
87.21,3,982.0,1,0,0
28.44,23,1059.0,1,0,0
21.9,10,241.0,1,0,0
10.89,23,1067.0,1,0,0
37.98,6,373.0,1,0,0
20.55,11,189.0,1,0,0
52.22,12,478.0,1,0,0
178.92,3,529.0,1,0,0
14.21,20,1192.0,2,0,0
176.27,14,459.0,1,0,0
18.09,4,642.0,1,0,0
16.25,6,491.0,1,0,0
25.99,5,165.0,1,0,0
59.79,18,179.0,1,0,0
25.57,11,737.0,1,0,0
49.48,13,17.0,1,0,0
43.67,5,267.0,1,0,0
77.53,11,231.0,1,0,0
54.47,2,1711.0,1,0,0
63.54,11,291.0,1,2,0
5.37,19,596.0,1,0,0
9.54,7,636.0,1,0,0
132.04,6,1332.0,1,0,0
38.01,2,534.0,1,0,0
8.9,3,331.0,1,0,0
44.97,17,1038.0,1,0,0
7.38,23,657.0,1,0,0
8.32,15,554.0,1,0,0
3.98,12,571.0,1,0,0
38.79,8,259.0,1,0,0
28.44,3,729.0,1,0,0
34.9,4,336.0,1,0,0
77.82,6,96.0,1,0,0
52.09,14,274.0,1,0,0
103.93,21,817.0,1,0,0
60.9,23,133.0,1,0,0
3.02,10,188.0,1,0,0
51.3,22,198.0,1,0,0
9.27,5,513.0,1,0,0
16.61,5,80.0,1,0,0
27.36,23,218.0,1,0,0
0.63,22,81.0,1,0,0
75.45,23,814.0,2,0,0
37.21,23,152.0,2,0,0
6.7,19,617.0,1,0,0
9.39,18,360.0,1,0,0
128.51,6,1351.0,1,0,0
7.9,12,133.0,1,0,0
153.42,10,921.0,3,0,0
339.37,18,448.0,1,0,0
16.04,7,883.0,1,0,0
8.15,16,194.0,1,0,0
60.51,0,828.0,1,0,0
32.8,9,187.0,1,0,0
8.39,21,404.0,1,0,0
17.69,6,349.0,1,0,0
92.89,0,992.0,1,0,0
61.9,15,163.0,1,0,0
24.11,21,710.0,1,0,0
10.32,14,510.0,1,0,0
6.18,1,380.0,1,0,0
96.67,13,1111.0,1,0,0
11.42,19,676.0,1,0,0
111.3,5,293.0,1,0,0
10.5,20,374.0,1,1,0
64.5,5,688.0,1,0,0
30.31,13,204.0,1,0,0
54.41,10,573.0,1,0,0
77.57,12,502.0,1,0,0
15.65,17,594.0,1,0,0
117.19,6,647.0,1,0,0
10.02,18,368.0,1,0,0
35.53,10,461.0,1,0,0
124.9,3,430.0,1,0,0
44.87,18,221.0,2,0,0
16.4,19,981.0,1,0,0
46.34,0,582.0,2,0,0
49.12,23,1320.0,1,0,0
46.93,0,670.0,1,0,0
38.14,0,483.0,1,0,0
6.06,20,436.0,1,0,0
26.0,15,904.0,1,0,0
33.2,13,232.0,1,1,0
6.12,2,640.0,1,0,0
37.3,1,810.0,2,0,0
28.8,17,404.0,1,0,0
187.18,19,462.0,1,0,0
43.98,10,479.0,1,0,0
426.42,3,623.0,1,0,0
15.04,23,289.0,1,0,0
8.06,19,491.0,1,0,0
13.31,3,872.0,1,0,0
20.01,13,92.0,1,0,0
79.95,23,470.0,1,0,0
222.15,21,191.0,1,0,0
5.79,21,281.0,1,0,0
51.18,5,640.0,1,0,0
111.98,17,266.0,1,0,0
8.8,13,385.0,1,0,0
374.23,21,402.0,1,0,0
69.01,20,249.0,1,0,0
164.84,18,498.0,1,0,0
91.26,15,55.0,1,0,0
76.66,23,290.0,1,0,0
7.44,16,474.0,1,0,0
41.95,6,425.0,2,0,0
132.81,12,989.0,1,0,0
48.98,16,309.0,1,0,0
129.57,8,940.0,1,0,0
31.25,20,212.0,1,0,0
59.52,16,360.0,1,0,0
6.23,1,228.0,3,0,0
14.46,4,244.0,1,0,0
70.87,17,648.0,2,0,0
9.69,9,241.0,1,0,0
12.8,10,1420.0,1,0,0
16.96,21,385.0,1,0,0
35.23,19,297.0,1,0,0
3.27,0,554.0,1,1,0
15.28,4,330.0,3,0,0
9.05,23,302.0,1,0,0
60.78,18,1226.0,1,0,0
64.38,23,238.0,2,0,0
34.35,19,553.0,1,0,0
57.02,9,842.0,1,0,0
7.71,9,538.0,1,0,0
47.56,20,1047.0,1,0,0
10.53,16,876.0,1,0,0
15.62,20,428.0,1,0,0
43.25,20,23.0,1,0,0
27.28,16,538.0,1,0,0
15.49,3,368.0,2,1,0
14.74,6,702.0,1,1,0
132.54,11,1038.0,1,0,0
31.77,13,399.0,1,0,0
105.39,4,261.0,1,0,1
5.38,11,325.0,1,0,0
119.17,3,584.0,1,0,1
250.4,4,641.0,2,0,1
1245.33,14,518.0,1,0,0
97.36,17,1380.0,2,0,0
9.18,17,626.0,1,0,0
10.83,1,557.0,1,0,0
8.15,20,1542.0,3,0,0
260.45,4,325.0,1,0,0
46.89,22,624.0,1,0,0
389.95,3,600.0,1,0,0
4.68,14,352.0,1,0,0
15.48,0,584.0,1,0,0
5.3,23,341.0,1,0,0
25.89,20,139.0,1,0,0
35.07,19,414.0,1,0,0
137.94,4,585.0,1,0,0
7.24,8,914.0,1,0,0
64.58,1,525.0,1,0,0
2.74,16,211.0,1,1,0
35.29,4,307.0,1,0,0
221.69,2,616.0,2,0,0
40.38,22,117.0,1,0,0
33.32,23,497.0,1,0,0
10.52,7,222.0,1,0,0
18.71,5,365.0,1,0,0
9.39,8,682.0,1,0,0
12.22,9,659.0,1,0,0
52.26,0,1165.0,1,0,0
36.07,4,807.0,1,0,0
99.05,20,712.0,2,0,0
2.17,9,539.0,1,0,0
27.74,7,1294.0,1,0,0
28.47,6,473.0,1,0,0
12.85,2,259.0,1,0,0
23.74,1,269.0,1,0,0
31.11,17,223.0,1,1,0
21.41,16,731.0,1,0,0
8.96,21,484.0,1,0,0
72.09,18,648.0,1,0,0
38.37,3,589.0,1,0,0
12.4,17,181.0,1,0,0
184.95,6,154.0,1,0,0
15.28,5,509.0,1,0,0
21.92,3,1287.0,1,0,0
138.48,3,643.0,1,0,0
40.57,20,589.0,1,0,0
21.85,2,154.0,1,0,0
59.72,3,511.0,1,0,0
41.06,2,102.0,1,0,0
33.9,3,1958.0,2,0,0
4.0,4,490.0,2,0,0
85.6,21,699.0,1,0,0
73.08,20,660.0,1,0,0
49.61,23,85.0,1,0,0
105.16,22,791.0,1,0,0
3.03,2,477.0,1,0,0
56.33,19,630.0,1,0,0
11.9,5,528.0,1,0,0
69.11,5,181.0,1,0,0
34.05,13,116.0,1,0,0
52.74,8,910.0,1,0,0
34.0,15,781.0,1,0,0
81.97,19,526.0,1,0,0
71.01,17,673.0,1,0,0
12.48,16,420.0,1,0,0
4.27,21,548.0,1,0,0
16.79,12,221.0,1,0,0
21.15,5,241.0,1,0,0
10.51,13,332.0,1,0,0
51.05,20,2011.0,1,0,0
97.68,4,167.0,1,0,0
128.66,1,296.0,1,0,0
48.12,22,625.0,1,0,0
58.41,8,156.0,1,0,0
17.08,19,325.0,1,0,0
85.94,3,207.0,1,0,0
65.94,10,834.0,1,0,0
29.03,14,605.0,1,0,0
6.66,19,267.0,1,0,1
11.31,11,81.0,1,0,0
4.18,3,552.0,1,0,0
19.15,7,236.0,1,0,0
4.49,21,536.0,1,0,0
28.27,0,142.0,1,1,0
16.86,1,1024.0,1,0,0
27.88,18,220.0,1,0,0
18.59,14,630.0,1,1,0
5.24,0,178.0,1,0,0
61.55,7,495.0,1,0,0
16.52,9,364.0,1,0,0
20.59,17,1214.0,1,0,0
39.59,4,143.0,1,0,0
94.39,17,230.0,1,0,0
61.31,0,958.0,1,1,0
43.52,1,663.0,2,1,0
28.25,16,301.0,1,0,0
37.99,6,1106.0,1,0,0
15.34,3,367.0,1,0,0
22.86,11,289.0,1,0,0
12.47,7,443.0,1,0,0
12.65,14,728.0,1,0,0
36.49,4,1235.0,1,0,0
24.17,13,382.0,1,0,0
14.55,12,604.0,1,0,0
55.47,12,694.0,1,0,0
8.3,2,1179.0,1,0,0
23.82,15,194.0,1,0,0
60.98,21,1215.0,1,0,0
35.77,21,438.0,1,0,0
56.8,17,777.0,1,0,0
24.95,23,158.0,1,0,0
44.5,15,570.0,1,0,0
95.57,6,1164.0,1,1,0
468.03,1,223.0,1,0,0
13.37,6,322.0,2,1,0
57.36,13,120.0,1,1,0
23.18,15,391.0,1,0,0
16.48,2,936.0,2,0,0
49.57,8,140.0,1,0,0
4.35,7,646.0,1,0,0
16.78,20,1210.0,3,0,0
62.37,22,230.0,1,0,0
33.09,5,748.0,1,0,0
20.0,20,611.0,1,0,0
8.89,9,568.0,1,0,0
34.2,12,29.0,1,0,0
7.39,4,83.0,1,0,0
53.86,20,672.0,2,0,0
40.9,19,559.0,1,0,0
74.49,18,561.0,1,0,0
99.42,15,510.0,1,0,0
46.85,1,476.0,1,1,0
267.52,16,936.0,1,0,0
26.41,19,174.0,2,0,0
59.89,6,625.0,1,0,0
202.46,1,732.0,1,1,1
14.08,13,91.0,1,0,0
30.05,21,391.0,1,0,0
97.66,22,414.0,1,0,0
72.86,17,169.0,1,0,0
6.95,1,336.0,2,0,0
15.41,20,482.0,2,0,0
153.34,3,466.0,1,0,0
8.54,14,48.0,1,0,0
25.76,8,273.0,1,0,0
24.01,20,1290.0,1,0,0
10.24,8,154.0,1,0,0
442.98,20,242.0,1,0,0
33.37,3,282.0,1,0,0
57.82,3,475.0,1,0,0
3.31,17,960.0,1,0,0
68.04,20,22.0,1,0,0
11.25,19,638.0,2,0,0
83.86,4,785.0,1,0,0
108.68,14,346.0,1,0,0
3.83,17,64.0,1,0,0
69.69,11,253.0,1,0,0
3.15,15,1262.0,1,0,0
47.58,16,488.0,1,0,0
24.13,18,518.0,1,0,0
12.45,1,52.0,1,0,0
5.36,19,308.0,2,0,0
9.33,20,324.0,1,0,0
11.65,1,581.0,1,0,0
9.33,22,470.0,1,0,0
175.65,8,233.0,2,0,0
13.26,1,430.0,1,0,0
21.01,0,470.0,1,0,0
17.85,5,657.0,1,1,0
10.49,13,346.0,1,0,0
4.97,0,1075.0,1,1,0
169.79,16,164.0,1,0,0
4.84,13,512.0,1,0,0
7.44,16,235.0,1,0,0
39.64,23,275.0,1,0,0
29.4,12,1100.0,1,0,0
24.46,22,667.0,1,0,0
44.6,19,536.0,1,1,0
6.37,21,256.0,1,0,0
40.61,4,718.0,1,0,0
16.93,12,417.0,1,0,0
57.1,9,1117.0,1,1,0
29.72,16,539.0,1,0,0
34.49,9,55.0,1,0,0
27.99,16,171.0,2,0,0
6.6,7,82.0,2,1,0
3.63,19,110.0,1,0,0
38.63,12,640.0,1,0,0
35.69,21,123.0,1,0,0
65.27,8,357.0,1,0,0
8.13,21,656.0,1,0,0
79.82,13,346.0,2,0,0
33.0,9,526.0,2,0,0
39.6,22,276.0,2,0,0
36.08,14,317.0,1,0,0
105.33,9,470.0,3,0,0
83.51,10,1471.0,1,0,0
40.89,13,780.0,1,0,0
17.57,14,593.0,1,0,0
18.82,14,472.0,1,1,0
82.22,21,194.0,1,0,0
67.71,4,573.0,1,0,0
28.63,23,71.0,1,0,0
37.63,9,223.0,1,0,0
4.73,11,332.0,1,0,0
145.46,6,655.0,1,0,0
26.56,10,183.0,1,0,0
5.13,8,548.0,2,0,0
50.06,0,83.0,1,0,0
17.79,7,818.0,1,0,0
50.34,14,47.0,1,0,0
39.17,16,1536.0,1,0,0
40.89,13,67.0,1,0,0
35.35,9,548.0,1,0,0
13.22,14,446.0,1,0,0
31.47,22,167.0,1,0,0
14.62,11,517.0,2,0,0
17.49,21,594.0,1,0,0
114.11,8,472.0,1,0,0
211.28,22,989.0,1,0,0
3.05,2,440.0,1,0,0
82.22,3,172.0,3,0,0
71.99,5,654.0,1,0,0
43.59,4,313.0,1,0,0
57.85,23,412.0,1,0,0
186.38,4,754.0,1,0,0
15.51,18,537.0,1,0,0
43.79,22,398.0,1,0,0
32.69,9,452.0,2,0,0
143.1,3,1490.0,1,0,0
61.32,0,95.0,1,0,0
53.18,2,32.0,2,0,0
26.75,8,1295.0,1,0,0
11.23,11,240.0,1,1,0
8.07,23,478.0,1,0,0
20.88,6,111.0,1,0,0
38.91,0,524.0,1,0,0
83.44,14,524.0,1,0,0
58.38,16,498.0,1,1,0
87.73,21,299.0,1,0,0
2.43,5,580.0,1,0,0
29.84,10,585.0,1,0,0
79.36,13,553.0,1,0,0
11.56,14,951.0,1,0,0
22.24,8,1510.0,2,0,0
81.89,16,190.0,1,0,0
283.59,5,140.0,1,0,0
28.54,10,131.0,1,0,0
25.13,6,288.0,1,0,0
70.02,15,107.0,1,0,0
10.3,4,500.0,1,0,0
50.68,12,109.0,1,0,0
18.19,21,252.0,1,0,0
46.59,14,976.0,3,0,0
17.55,11,781.0,1,0,0
6.17,2,303.0,1,0,0
32.61,21,283.0,1,0,0
47.98,15,797.0,1,0,0
34.73,11,651.0,1,0,0
89.57,9,108.0,1,0,0
5.98,22,63.0,1,0,0
40.53,5,235.0,1,0,0
246.69,9,454.0,1,0,0
4.99,6,78.0,1,0,0
51.54,4,250.0,2,0,0
9.93,3,1102.0,1,0,0
14.79,21,353.0,3,0,0
68.95,10,872.0,1,0,0
71.6,20,561.0,1,0,0
162.31,19,600.0,3,0,0
