InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536323,S1003,Paper Filters x100,Supplies,7,2024-05-17,4.25,12203.0,France
536324,S1002,Espresso Beans 1kg,Beans,4,2024-05-09,24.0,12172.0,United Kingdom
536325,S1007,Gift Card,Other,12,2024-05-12,25.0,12395.0,United Kingdom
536326,S1006,Milk Frother,Equipment,8,2024-05-28,31.0,12007.0,United Kingdom
536326,S1005,Decaf Beans 1kg,Beans,10,2024-05-28,22.5,12007.0,United Kingdom
536326,S1003,Paper Filters x100,Supplies,10,2024-05-28,4.25,12007.0,United Kingdom
536327,S1004,Travel Tumbler,Merch,5,2024-05-22,18.9,12078.0,United Kingdom
536328,S1004,Travel Tumbler,Merch,8,2024-05-26,18.9,12056.0,United Kingdom
536328,S1007,Gift Card,Other,1,2024-05-26,25.0,12056.0,United Kingdom
536329,S1007,Gift Card,Other,2,2024-05-26,25.0,12288.0,United Kingdom
536329,S1005,Decaf Beans 1kg,Beans,1,2024-05-26,22.5,12288.0,United Kingdom
536330,S1001,Ceramic Mug,Merch,11,2024-05-10,8.75,12353.0,Ireland
536330,S1000,Cold Brew Concentrate,Beverage,9,2024-05-10,12.5,12353.0,Ireland
536330,S1005,Decaf Beans 1kg,Beans,4,2024-05-10,22.5,12353.0,Ireland
536331,S1005,Decaf Beans 1kg,Beans,4,2024-05-02,22.5,12184.0,United Kingdom
536331,S1003,Paper Filters x100,Supplies,10,2024-05-02,4.25,12184.0,United Kingdom
536331,S1005,Decaf Beans 1kg,Beans,6,2024-05-02,22.5,12184.0,United Kingdom
536332,S1005,Decaf Beans 1kg,Beans,2,2024-05-13,22.5,12002.0,United Kingdom
536333,S1003,Paper Filters x100,Supplies,6,2024-05-13,4.25,12396.0,France
536334,S1001,Ceramic Mug,Merch,8,2024-05-03,8.75,12082.0,United Kingdom
536334,S1001,Ceramic Mug,Merch,6,2024-05-03,8.75,12082.0,United Kingdom
536335,S1000,Cold Brew Concentrate,Beverage,9,2024-05-20,12.5,12383.0,France
536335,S1001,Ceramic Mug,Merch,4,2024-05-20,8.75,12383.0,France
536335,S1007,Gift Card,Other,5,2024-05-20,25.0,12383.0,France
536336,S1003,Paper Filters x100,Supplies,1,2024-05-09,4.25,12042.0,United Kingdom
536337,S1002,Espresso Beans 1kg,Beans,6,2024-05-28,24.0,12308.0,United Kingdom
536338,S1005,Decaf Beans 1kg,Beans,11,2024-05-19,22.5,12212.0,Germany
536339,S1006,Milk Frother,Equipment,4,2024-05-10,31.0,12042.0,United Kingdom
536340,S1005,Decaf Beans 1kg,Beans,11,2024-05-28,22.5,12375.0,France
536341,S1001,Ceramic Mug,Merch,12,2024-05-06,8.75,12013.0,United Kingdom
536341,S1002,Espresso Beans 1kg,Beans,8,2024-05-06,24.0,12013.0,United Kingdom
536341,S1003,Paper Filters x100,Supplies,5,2024-05-06,4.25,12013.0,United Kingdom
536342,S1006,Milk Frother,Equipment,4,2024-05-18,31.0,12391.0,United Kingdom
536342,S1002,Espresso Beans 1kg,Beans,11,2024-05-18,24.0,12391.0,United Kingdom
536343,S1004,Travel Tumbler,Merch,11,2024-05-01,18.9,12076.0,United Kingdom
536344,S1000,Cold Brew Concentrate,Beverage,7,2024-05-28,12.5,12256.0,Germany
536344,S1002,Espresso Beans 1kg,Beans,2,2024-05-28,24.0,12256.0,Germany
536344,S1006,Milk Frother,Equipment,7,2024-05-28,31.0,12256.0,Germany
536345,S1001,Ceramic Mug,Merch,8,2024-05-25,8.75,12264.0,United Kingdom
536345,S1002,Espresso Beans 1kg,Beans,9,2024-05-25,24.0,12264.0,United Kingdom
536346,S1007,Gift Card,Other,7,2024-05-06,25.0,12039.0,United Kingdom
536346,S1003,Paper Filters x100,Supplies,3,2024-05-06,4.25,12039.0,United Kingdom
536346,S1005,Decaf Beans 1kg,Beans,8,2024-05-06,22.5,12039.0,United Kingdom
536347,S1005,Decaf Beans 1kg,Beans,1,2024-05-28,22.5,12213.0,United Kingdom
536348,S1003,Paper Filters x100,Supplies,7,2024-05-06,4.25,12279.0,United Kingdom
536348,S1002,Espresso Beans 1kg,Beans,5,2024-05-06,24.0,12279.0,United Kingdom
536349,S1001,Ceramic Mug,Merch,2,2024-05-11,8.75,12145.0,France
536350,S1003,Paper Filters x100,Supplies,11,2024-05-15,4.25,12084.0,France
536350,S1002,Espresso Beans 1kg,Beans,8,2024-05-15,24.0,12084.0,France
536351,S1003,Paper Filters x100,Supplies,10,2024-05-27,4.25,12216.0,United Kingdom
536351,S1005,Decaf Beans 1kg,Beans,4,2024-05-27,22.5,12216.0,United Kingdom
536351,S1006,Milk Frother,Equipment,1,2024-05-27,31.0,12216.0,United Kingdom
536352,S1005,Decaf Beans 1kg,Beans,3,2024-05-09,22.5,12317.0,Netherlands
536352,S1006,Milk Frother,Equipment,12,2024-05-09,31.0,12317.0,Netherlands
536352,S1006,Milk Frother,Equipment,8,2024-05-09,31.0,12317.0,Netherlands
536353,S1000,Cold Brew Concentrate,Beverage,6,2024-05-22,12.5,12345.0,United Kingdom
536353,S1007,Gift Card,Other,4,2024-05-22,25.0,12345.0,United Kingdom
536353,S1004,Travel Tumbler,Merch,6,2024-05-22,18.9,12345.0,United Kingdom
536354,S1006,Milk Frother,Equipment,4,2024-05-22,31.0,12254.0,United Kingdom
536354,S1001,Ceramic Mug,Merch,7,2024-05-22,8.75,12254.0,United Kingdom
536354,S1001,Ceramic Mug,Merch,8,2024-05-22,8.75,12254.0,United Kingdom
536355,S1005,Decaf Beans 1kg,Beans,12,2024-05-16,22.5,12153.0,United Kingdom
536355,S1001,Ceramic Mug,Merch,12,2024-05-16,8.75,12153.0,United Kingdom
536355,S1001,Ceramic Mug,Merch,9,2024-05-16,8.75,12153.0,United Kingdom
536356,S1002,Espresso Beans 1kg,Beans,1,2024-05-08,24.0,12352.0,Germany
536357,S1001,Ceramic Mug,Merch,1,2024-05-12,8.75,12001.0,Netherlands
536358,S1005,Decaf Beans 1kg,Beans,1,2024-05-10,22.5,12179.0,United Kingdom
536358,S1000,Cold Brew Concentrate,Beverage,4,2024-05-10,12.5,12179.0,United Kingdom
536359,S1000,Cold Brew Concentrate,Beverage,8,2024-05-03,12.5,12092.0,Netherlands
536359,S1003,Paper Filters x100,Supplies,7,2024-05-03,4.25,12092.0,Netherlands
536359,S1004,Travel Tumbler,Merch,3,2024-05-03,18.9,12092.0,Netherlands
536360,S1004,Travel Tumbler,Merch,11,2024-05-22,18.9,12291.0,Netherlands
536360,S1001,Ceramic Mug,Merch,8,2024-05-22,8.75,12291.0,Netherlands
536361,S1004,Travel Tumbler,Merch,1,2024-05-12,18.9,12086.0,United Kingdom
536362,S1002,Espresso Beans 1kg,Beans,6,2024-05-13,24.0,12392.0,United Kingdom
536363,S1001,Ceramic Mug,Merch,8,2024-05-21,8.75,12153.0,United Kingdom
536363,S1005,Decaf Beans 1kg,Beans,6,2024-05-21,22.5,12153.0,United Kingdom
536364,S1004,Travel Tumbler,Merch,6,2024-05-23,18.9,12057.0,United Kingdom
536364,S1003,Paper Filters x100,Supplies,3,2024-05-23,4.25,12057.0,United Kingdom
536364,S1005,Decaf Beans 1kg,Beans,5,2024-05-23,22.5,12057.0,United Kingdom
536365,S1002,Espresso Beans 1kg,Beans,9,2024-05-24,24.0,12300.0,Netherlands
536365,S1006,Milk Frother,Equipment,9,2024-05-24,31.0,12300.0,Netherlands
536365,S1007,Gift Card,Other,2,2024-05-24,25.0,12300.0,Netherlands
536366,S1002,Espresso Beans 1kg,Beans,8,2024-05-08,24.0,12142.0,Germany
536366,S1000,Cold Brew Concentrate,Beverage,5,2024-05-08,12.5,12142.0,Germany
536367,S1003,Paper Filters x100,Supplies,9,2024-05-11,4.25,12158.0,United Kingdom
536367,S1006,Milk Frother,Equipment,10,2024-05-11,31.0,12158.0,United Kingdom
536368,S1006,Milk Frother,Equipment,7,2024-05-18,31.0,12034.0,United Kingdom
536369,S1004,Travel Tumbler,Merch,6,2024-05-28,18.9,12014.0,United Kingdom
536370,S1002,Espresso Beans 1kg,Beans,4,2024-05-16,24.0,12024.0,United Kingdom
536370,S1005,Decaf Beans 1kg,Beans,12,2024-05-16,22.5,12024.0,United Kingdom
C536370,S1004,Travel Tumbler,Merch,-12,2024-05-16,18.9,12024.0,United Kingdom
536371,S1002,Espresso Beans 1kg,Beans,9,2024-05-16,24.0,12274.0,United Kingdom
536371,S1003,Paper Filters x100,Supplies,9,2024-05-16,4.25,12274.0,United Kingdom
536371,S1003,Paper Filters x100,Supplies,1,2024-05-16,4.25,12274.0,United Kingdom
536372,S1002,Espresso Beans 1kg,Beans,5,2024-05-17,24.0,12254.0,Ireland
536372,S1003,Paper Filters x100,Supplies,8,2024-05-17,4.25,12254.0,Ireland
536372,S1004,Travel Tumbler,Merch,4,2024-05-17,18.9,12254.0,Ireland
536373,S1004,Travel Tumbler,Merch,5,2024-05-06,18.9,12207.0,United Kingdom
536374,S1000,Cold Brew Concentrate,Beverage,5,2024-05-13,12.5,12277.0,France
536374,S1003,Paper Filters x100,Supplies,4,2024-05-13,4.25,12277.0,France
536375,S1005,Decaf Beans 1kg,Beans,4,2024-05-28,22.5,12080.0,United Kingdom
536375,S1002,Espresso Beans 1kg,Beans,7,2024-05-28,24.0,12080.0,United Kingdom
536375,S1005,Decaf Beans 1kg,Beans,5,2024-05-28,22.5,12080.0,United Kingdom
536376,S1006,Milk Frother,Equipment,3,2024-06-08,31.0,12021.0,Netherlands
536376,S1001,Ceramic Mug,Merch,6,2024-06-08,8.75,12021.0,Netherlands
536376,S1005,Decaf Beans 1kg,Beans,5,2024-06-08,22.5,12021.0,Netherlands
536377,S1006,Milk Frother,Equipment,5,2024-06-19,31.0,12370.0,United Kingdom
536378,S1005,Decaf Beans 1kg,Beans,3,2024-06-04,22.5,12303.0,Germany
536379,S1003,Paper Filters x100,Supplies,9,2024-06-20,4.25,12373.0,United Kingdom
536380,S1007,Gift Card,Other,4,2024-06-02,25.0,12179.0,Netherlands
536381,S1001,Ceramic Mug,Merch,7,2024-06-28,8.75,12338.0,United Kingdom
536381,S1000,Cold Brew Concentrate,Beverage,4,2024-06-28,12.5,12338.0,United Kingdom
536381,S1003,Paper Filters x100,Supplies,1,2024-06-28,4.25,12338.0,United Kingdom
536382,S1007,Gift Card,Other,3,2024-06-19,25.0,12259.0,United Kingdom
536382,S1006,Milk Frother,Equipment,9,2024-06-19,31.0,12259.0,United Kingdom
536382,S1006,Milk Frother,Equipment,2,2024-06-19,31.0,12259.0,United Kingdom
536383,S1005,Decaf Beans 1kg,Beans,1,2024-06-06,22.5,12229.0,Netherlands
536384,S1002,Espresso Beans 1kg,Beans,8,2024-06-06,24.0,12335.0,United Kingdom
536385,S1006,Milk Frother,Equipment,9,2024-06-14,31.0,12251.0,United Kingdom
536386,S1001,Ceramic Mug,Merch,6,2024-06-11,8.75,12185.0,United Kingdom
536386,S1000,Cold Brew Concentrate,Beverage,5,2024-06-11,12.5,12185.0,United Kingdom
536387,S1002,Espresso Beans 1kg,Beans,12,2024-06-09,24.0,12051.0,United Kingdom
536387,S1001,Ceramic Mug,Merch,1,2024-06-09,8.75,12051.0,United Kingdom
536387,S1006,Milk Frother,Equipment,2,2024-06-09,31.0,12051.0,United Kingdom
536388,S1005,Decaf Beans 1kg,Beans,4,2024-06-17,22.5,12045.0,United Kingdom
536388,S1002,Espresso Beans 1kg,Beans,3,2024-06-17,24.0,12045.0,United Kingdom
536389,S1005,Decaf Beans 1kg,Beans,9,2024-06-15,22.5,12340.0,United Kingdom
536389,S1007,Gift Card,Other,6,2024-06-15,25.0,12340.0,United Kingdom
536389,S1006,Milk Frother,Equipment,10,2024-06-15,31.0,12340.0,United Kingdom
536390,S1003,Paper Filters x100,Supplies,3,2024-06-19,4.25,12171.0,United Kingdom
536390,S1005,Decaf Beans 1kg,Beans,12,2024-06-19,22.5,12171.0,United Kingdom
536391,S1005,Decaf Beans 1kg,Beans,12,2024-06-06,22.5,12283.0,United Kingdom
536391,S1004,Travel Tumbler,Merch,2,2024-06-06,18.9,12283.0,United Kingdom
536391,S1002,Espresso Beans 1kg,Beans,4,2024-06-06,24.0,12283.0,United Kingdom
536392,S1002,Espresso Beans 1kg,Beans,2,2024-06-25,24.0,12374.0,United Kingdom
536392,S1007,Gift Card,Other,11,2024-06-25,25.0,12374.0,United Kingdom
536393,S1007,Gift Card,Other,7,2024-06-12,25.0,12223.0,United Kingdom
536393,S1007,Gift Card,Other,3,2024-06-12,25.0,12223.0,United Kingdom
536393,S1007,Gift Card,Other,11,2024-06-12,25.0,12223.0,United Kingdom
536394,S1006,Milk Frother,Equipment,6,2024-06-06,31.0,12331.0,United Kingdom
536395,S1000,Cold Brew Concentrate,Beverage,4,2024-06-27,12.5,12105.0,United Kingdom
536396,S1007,Gift Card,Other,6,2024-06-16,25.0,12130.0,United Kingdom
536397,S1005,Decaf Beans 1kg,Beans,2,2024-06-26,22.5,12078.0,United Kingdom
536397,S1002,Espresso Beans 1kg,Beans,4,2024-06-26,24.0,12078.0,United Kingdom
536398,S1001,Ceramic Mug,Merch,11,2024-06-26,8.75,12336.0,France
536399,S1002,Espresso Beans 1kg,Beans,5,2024-06-18,24.0,12052.0,Ireland
536400,S1006,Milk Frother,Equipment,2,2024-06-24,31.0,12360.0,Ireland
536400,S1001,Ceramic Mug,Merch,11,2024-06-24,8.75,12360.0,Ireland
536401,S1004,Travel Tumbler,Merch,9,2024-06-07,18.9,12356.0,Germany
536401,S1002,Espresso Beans 1kg,Beans,2,2024-06-07,24.0,12356.0,Germany
536401,S1007,Gift Card,Other,2,2024-06-07,25.0,12356.0,Germany
536402,S1001,Ceramic Mug,Merch,5,2024-06-19,8.75,12136.0,United Kingdom
536403,S1003,Paper Filters x100,Supplies,6,2024-06-07,4.25,12074.0,Ireland
536403,S1007,Gift Card,Other,3,2024-06-07,25.0,12074.0,Ireland
536403,S1000,Cold Brew Concentrate,Beverage,11,2024-06-07,12.5,,Ireland
536404,S1007,Gift Card,Other,12,2024-06-18,25.0,12118.0,Netherlands
536405,S1004,Travel Tumbler,Merch,6,2024-06-05,18.9,12070.0,Netherlands
536405,S1004,Travel Tumbler,Merch,3,2024-06-05,18.9,12070.0,Netherlands
536405,S1005,Decaf Beans 1kg,Beans,5,2024-06-05,22.5,12070.0,Netherlands
536406,S1007,Gift Card,Other,4,2024-06-02,25.0,12122.0,United Kingdom
536407,S1007,Gift Card,Other,10,2024-06-26,25.0,12020.0,United Kingdom
536407,S1002,Espresso Beans 1kg,Beans,6,2024-06-26,24.0,12020.0,United Kingdom
536408,S1002,Espresso Beans 1kg,Beans,5,2024-06-02,24.0,12277.0,United Kingdom
536409,S1004,Travel Tumbler,Merch,10,2024-06-10,18.9,12059.0,Ireland
536410,S1000,Cold Brew Concentrate,Beverage,2,2024-06-07,12.5,12378.0,United Kingdom
536410,S1000,Cold Brew Concentrate,Beverage,9,2024-06-07,12.5,12378.0,United Kingdom
536410,S1006,Milk Frother,Equipment,10,2024-06-07,31.0,12378.0,United Kingdom
536411,S1005,Decaf Beans 1kg,Beans,2,2024-06-28,22.5,12001.0,Netherlands
536411,S1007,Gift Card,Other,5,2024-06-28,25.0,12001.0,Netherlands
536412,S1002,Espresso Beans 1kg,Beans,2,2024-06-04,24.0,12111.0,United Kingdom
536413,S1006,Milk Frother,Equipment,10,2024-06-21,31.0,12259.0,United Kingdom
536414,S1004,Travel Tumbler,Merch,4,2024-06-11,18.9,12006.0,Ireland
536415,S1005,Decaf Beans 1kg,Beans,10,2024-06-26,22.5,12240.0,Netherlands
536415,S1002,Espresso Beans 1kg,Beans,2,2024-06-26,24.0,12240.0,Netherlands
536415,S1003,Paper Filters x100,Supplies,12,2024-06-26,4.25,12240.0,Netherlands
536416,S1003,Paper Filters x100,Supplies,10,2024-06-06,4.25,12333.0,United Kingdom
536416,S1001,Ceramic Mug,Merch,6,2024-06-06,8.75,12333.0,United Kingdom
536416,S1006,Milk Frother,Equipment,11,2024-06-06,31.0,12333.0,United Kingdom
536417,S1005,Decaf Beans 1kg,Beans,9,2024-06-21,22.5,12106.0,United Kingdom
536417,S1002,Espresso Beans 1kg,Beans,1,2024-06-21,24.0,12106.0,United Kingdom
536417,S1004,Travel Tumbler,Merch,1,2024-06-21,18.9,12106.0,United Kingdom
536418,S1003,Paper Filters x100,Supplies,12,2024-06-24,4.25,12242.0,United Kingdom
536419,S1007,Gift Card,Other,8,2024-06-02,25.0,12001.0,Ireland
536420,S1000,Cold Brew Concentrate,Beverage,6,2024-06-25,12.5,12212.0,United Kingdom
536420,S1004,Travel Tumbler,Merch,9,2024-06-25,18.9,12212.0,United Kingdom
536420,S1000,Cold Brew Concentrate,Beverage,10,2024-06-25,12.5,12212.0,United Kingdom
536421,S1006,Milk Frother,Equipment,10,2024-06-02,31.0,12143.0,United Kingdom
536421,S1005,Decaf Beans 1kg,Beans,6,2024-06-02,22.5,12143.0,United Kingdom
536421,S1007,Gift Card,Other,2,2024-06-02,25.0,12143.0,United Kingdom
536422,S1002,Espresso Beans 1kg,Beans,5,2024-06-10,24.0,12108.0,France
536422,S1002,Espresso Beans 1kg,Beans,5,2024-06-10,24.0,12108.0,France
C536422,S1006,Milk Frother,Equipment,-5,2024-06-10,31.0,12108.0,France
536423,S1002,Espresso Beans 1kg,Beans,5,2024-06-07,24.0,12221.0,United Kingdom
536423,S1000,Cold Brew Concentrate,Beverage,6,2024-06-07,12.5,12221.0,United Kingdom
536424,S1004,Travel Tumbler,Merch,4,2024-06-24,18.9,12306.0,United Kingdom
536424,S1005,Decaf Beans 1kg,Beans,5,2024-06-24,22.5,12306.0,United Kingdom
536425,S1004,Travel Tumbler,Merch,10,2024-06-14,18.9,12230.0,France
536425,S1003,Paper Filters x100,Supplies,12,2024-06-14,4.25,12230.0,France
536425,S1004,Travel Tumbler,Merch,6,2024-06-14,18.9,12230.0,France
536426,S1000,Cold Brew Concentrate,Beverage,9,2024-06-07,12.5,12358.0,United Kingdom
536426,S1005,Decaf Beans 1kg,Beans,2,2024-06-07,22.5,12358.0,United Kingdom
536427,S1001,Ceramic Mug,Merch,5,2024-06-14,8.75,12072.0,Ireland
536427,S1006,Milk Frother,Equipment,6,2024-06-14,31.0,12072.0,Ireland
536427,S1006,Milk Frother,Equipment,1,2024-06-14,31.0,12072.0,Ireland
536428,S1006,Milk Frother,Equipment,7,2024-06-13,31.0,12252.0,Netherlands
536429,S1005,Decaf Beans 1kg,Beans,3,2024-06-26,22.5,12233.0,France
536429,S1004,Travel Tumbler,Merch,3,2024-06-26,18.9,12233.0,France
536429,S1003,Paper Filters x100,Supplies,6,2024-06-26,4.25,12233.0,France
536430,S1007,Gift Card,Other,10,2024-06-10,25.0,12228.0,Germany
536430,S1001,Ceramic Mug,Merch,9,2024-06-10,8.75,12228.0,Germany
536430,S1007,Gift Card,Other,12,2024-06-10,25.0,12228.0,Germany
536431,S1003,Paper Filters x100,Supplies,6,2024-06-22,4.25,12060.0,United Kingdom
536432,S1004,Travel Tumbler,Merch,10,2024-06-23,18.9,12300.0,United Kingdom
536432,S1002,Espresso Beans 1kg,Beans,1,2024-06-23,24.0,12300.0,United Kingdom
536433,S1006,Milk Frother,Equipment,9,2024-06-14,31.0,12103.0,United Kingdom
536433,S1002,Espresso Beans 1kg,Beans,12,2024-06-14,24.0,12103.0,United Kingdom
536433,S1006,Milk Frother,Equipment,1,2024-06-14,31.0,12103.0,United Kingdom
536434,S1001,Ceramic Mug,Merch,8,2024-06-19,8.75,12097.0,United Kingdom
536434,S1004,Travel Tumbler,Merch,11,2024-06-19,18.9,12097.0,United Kingdom
536435,S1005,Decaf Beans 1kg,Beans,9,2024-06-08,22.5,12262.0,Netherlands
536436,S1002,Espresso Beans 1kg,Beans,11,2024-06-16,24.0,12253.0,United Kingdom
536436,S1001,Ceramic Mug,Merch,6,2024-06-16,8.75,12253.0,United Kingdom
536436,S1002,Espresso Beans 1kg,Beans,11,2024-06-16,24.0,,United Kingdom
536437,S1006,Milk Frother,Equipment,11,2024-06-05,31.0,,United Kingdom
536437,S1002,Espresso Beans 1kg,Beans,9,2024-06-05,24.0,12273.0,United Kingdom
536437,S1004,Travel Tumbler,Merch,6,2024-06-05,18.9,12273.0,United Kingdom
536438,S1002,Espresso Beans 1kg,Beans,9,2024-06-04,24.0,12198.0,United Kingdom
536438,S1005,Decaf Beans 1kg,Beans,2,2024-06-04,22.5,12198.0,United Kingdom
536438,S1002,Espresso Beans 1kg,Beans,4,2024-06-04,24.0,12198.0,United Kingdom
536439,S1006,Milk Frother,Equipment,9,2024-06-26,31.0,12148.0,France
536439,S1004,Travel Tumbler,Merch,6,2024-06-26,18.9,12148.0,France
536439,S1002,Espresso Beans 1kg,Beans,8,2024-06-26,24.0,12148.0,France
536440,S1002,Espresso Beans 1kg,Beans,3,2024-06-11,24.0,12178.0,United Kingdom
536440,S1004,Travel Tumbler,Merch,2,2024-06-11,18.9,12178.0,United Kingdom
536441,S1003,Paper Filters x100,Supplies,11,2024-06-02,4.25,12300.0,United Kingdom
536441,S1005,Decaf Beans 1kg,Beans,10,2024-06-02,22.5,12300.0,United Kingdom
536441,S1005,Decaf Beans 1kg,Beans,2,2024-06-02,22.5,12300.0,United Kingdom
536442,S1001,Ceramic Mug,Merch,11,2024-06-15,8.75,12390.0,Netherlands
536442,S1006,Milk Frother,Equipment,6,2024-06-15,31.0,12390.0,Netherlands
536443,S1004,Travel Tumbler,Merch,5,2024-06-08,18.9,12066.0,France
536444,S1006,Milk Frother,Equipment,5,2024-07-15,31.0,12306.0,Germany
536444,S1002,Espresso Beans 1kg,Beans,2,2024-07-15,24.0,12306.0,Germany
536445,S1007,Gift Card,Other,3,2024-07-24,25.0,12332.0,United Kingdom
536446,S1000,Cold Brew Concentrate,Beverage,8,2024-07-27,12.5,12373.0,United Kingdom
536446,S1002,Espresso Beans 1kg,Beans,9,2024-07-27,24.0,12373.0,United Kingdom
536447,S1001,Ceramic Mug,Merch,5,2024-07-09,8.75,12229.0,France
536447,S1001,Ceramic Mug,Merch,3,2024-07-09,8.75,12229.0,France
536447,S1003,Paper Filters x100,Supplies,11,2024-07-09,4.25,12229.0,France
536448,S1001,Ceramic Mug,Merch,11,2024-07-02,8.75,12300.0,United Kingdom
536448,S1003,Paper Filters x100,Supplies,5,2024-07-02,4.25,12300.0,United Kingdom
536449,S1003,Paper Filters x100,Supplies,7,2024-07-13,4.25,12376.0,France
536449,S1003,Paper Filters x100,Supplies,9,2024-07-13,4.25,12376.0,France
536450,S1000,Cold Brew Concentrate,Beverage,8,2024-07-10,12.5,12290.0,Germany
536451,S1001,Ceramic Mug,Merch,10,2024-07-13,8.75,12080.0,France
536451,S1004,Travel Tumbler,Merch,1,2024-07-13,18.9,12080.0,France
536452,S1007,Gift Card,Other,3,2024-07-11,25.0,12188.0,Netherlands
536453,S1001,Ceramic Mug,Merch,8,2024-07-04,8.75,12237.0,United Kingdom
536453,S1002,Espresso Beans 1kg,Beans,9,2024-07-04,24.0,,United Kingdom
536453,S1000,Cold Brew Concentrate,Beverage,2,2024-07-04,12.5,12237.0,United Kingdom
536454,S1000,Cold Brew Concentrate,Beverage,9,2024-07-10,12.5,12325.0,Germany
536454,S1001,Ceramic Mug,Merch,8,2024-07-10,8.75,12325.0,Germany
536454,S1003,Paper Filters x100,Supplies,8,2024-07-10,4.25,12325.0,Germany
536455,S1003,Paper Filters x100,Supplies,1,2024-07-13,4.25,12105.0,France
536456,S1004,Travel Tumbler,Merch,10,2024-07-09,18.9,12160.0,Ireland
536456,S1001,Ceramic Mug,Merch,5,2024-07-09,8.75,12160.0,Ireland
536457,S1004,Travel Tumbler,Merch,1,2024-07-18,18.9,,United Kingdom
536457,S1007,Gift Card,Other,11,2024-07-18,25.0,12083.0,United Kingdom
536457,S1002,Espresso Beans 1kg,Beans,12,2024-07-18,24.0,12083.0,United Kingdom
536458,S1001,Ceramic Mug,Merch,2,2024-07-11,8.75,12173.0,Germany
536459,S1004,Travel Tumbler,Merch,1,2024-07-06,18.9,12073.0,United Kingdom
536459,S1002,Espresso Beans 1kg,Beans,10,2024-07-06,24.0,12073.0,United Kingdom
536459,S1002,Espresso Beans 1kg,Beans,9,2024-07-06,24.0,12073.0,United Kingdom
536460,S1005,Decaf Beans 1kg,Beans,2,2024-07-02,22.5,12051.0,United Kingdom
C536460,S1005,Decaf Beans 1kg,Beans,-2,2024-07-02,22.5,12051.0,United Kingdom
536460,S1002,Espresso Beans 1kg,Beans,9,2024-07-02,24.0,12051.0,United Kingdom
536461,S1004,Travel Tumbler,Merch,2,2024-07-01,18.9,12344.0,United Kingdom
536461,S1005,Decaf Beans 1kg,Beans,8,2024-07-01,22.5,12344.0,United Kingdom
536462,S1006,Milk Frother,Equipment,3,2024-07-06,31.0,12078.0,United Kingdom
536463,S1000,Cold Brew Concentrate,Beverage,8,2024-07-12,12.5,12200.0,Germany
536463,S1002,Espresso Beans 1kg,Beans,3,2024-07-12,24.0,12200.0,Germany
536463,S1001,Ceramic Mug,Merch,9,2024-07-12,8.75,12200.0,Germany
536464,S1003,Paper Filters x100,Supplies,9,2024-07-08,4.25,12121.0,United Kingdom
536464,S1000,Cold Brew Concentrate,Beverage,7,2024-07-08,12.5,12121.0,United Kingdom
536465,S1005,Decaf Beans 1kg,Beans,5,2024-07-25,22.5,12042.0,Germany
536465,S1006,Milk Frother,Equipment,5,2024-07-25,31.0,12042.0,Germany
536465,S1001,Ceramic Mug,Merch,3,2024-07-25,8.75,12042.0,Germany
536466,S1007,Gift Card,Other,1,2024-07-17,25.0,12101.0,United Kingdom
536467,S1002,Espresso Beans 1kg,Beans,5,2024-07-06,24.0,12016.0,Netherlands
536467,S1000,Cold Brew Concentrate,Beverage,9,2024-07-06,12.5,12016.0,Netherlands
536467,S1006,Milk Frother,Equipment,10,2024-07-06,31.0,12016.0,Netherlands
536468,S1004,Travel Tumbler,Merch,11,2024-07-09,18.9,12179.0,Germany
536468,S1007,Gift Card,Other,11,2024-07-09,25.0,12179.0,Germany
536468,S1000,Cold Brew Concentrate,Beverage,8,2024-07-09,12.5,12179.0,Germany
536469,S1005,Decaf Beans 1kg,Beans,10,2024-07-06,22.5,12191.0,United Kingdom
536469,S1007,Gift Card,Other,1,2024-07-06,25.0,12191.0,United Kingdom
536469,S1003,Paper Filters x100,Supplies,9,2024-07-06,4.25,12191.0,United Kingdom
536470,S1004,Travel Tumbler,Merch,4,2024-07-04,18.9,12055.0,Germany
536470,S1005,Decaf Beans 1kg,Beans,3,2024-07-04,22.5,12055.0,Germany
536471,S1001,Ceramic Mug,Merch,8,2024-07-21,8.75,12134.0,United Kingdom
536471,S1000,Cold Brew Concentrate,Beverage,7,2024-07-21,12.5,12134.0,United Kingdom
536471,S1007,Gift Card,Other,1,2024-07-21,25.0,12134.0,United Kingdom
536472,S1005,Decaf Beans 1kg,Beans,4,2024-07-24,22.5,12212.0,United Kingdom
536472,S1006,Milk Frother,Equipment,3,2024-07-24,31.0,12212.0,United Kingdom
536473,S1002,Espresso Beans 1kg,Beans,9,2024-07-08,24.0,12231.0,Germany
536473,S1001,Ceramic Mug,Merch,4,2024-07-08,8.75,12231.0,Germany
536474,S1005,Decaf Beans 1kg,Beans,7,2024-07-14,22.5,12000.0,United Kingdom
536474,S1001,Ceramic Mug,Merch,11,2024-07-14,8.75,12000.0,United Kingdom
536474,S1000,Cold Brew Concentrate,Beverage,3,2024-07-14,12.5,12000.0,United Kingdom
536475,S1004,Travel Tumbler,Merch,9,2024-07-05,18.9,12035.0,United Kingdom
536475,S1004,Travel Tumbler,Merch,9,2024-07-05,18.9,12035.0,United Kingdom
