City,Plan,Channel,SignupDate,AnnualIncome,Sessions,AvgBasket,Churn
CITY_100,plus,app,2023-07-28,55978.0,2,8.93,0
CITY_121,plus,web,2023-06-17,36645.0,2,32.83,1
CITY_052,plus,web,2024-12-25,87481.0,7,20.87,0
CITY_044,basic,web,2023-02-24,,7,14.16,0
CITY_014,plus,web,2024-12-12,29958.0,5,23.99,0
CITY_081,plus,web,2024-10-05,56319.0,8,30.42,0
CITY_169,basic,app,2023-10-20,,8,27.96,0
CITY_038,basic,web,2024-06-23,37673.0,9,14.44,0
CITY_097,pro,app,2023-04-08,26845.0,3,50.58,1
CITY_102,basic,web,2024-05-30,38338.0,4,44.69,0
CITY_031,pro,app,2023-08-22,30248.0,11,37.3,0
CITY_177,plus,app,2024-05-16,27601.0,13,35.11,0
CITY_115,plus,web,2024-02-12,,5,5.13,1
CITY_052,pro,web,2024-06-13,14241.0,4,23.86,1
CITY_150,basic,app,2024-05-28,73321.0,7,18.3,1
CITY_174,plus,app,2023-03-12,14438.0,2,17.62,0
CITY_021,plus,phone,2024-09-23,41827.0,3,15.78,1
CITY_161,plus,app,2023-05-24,54435.0,7,99.4,1
CITY_116,pro,web,2023-03-12,34294.0,11,26.41,0
CITY_144,plus,web,2024-08-20,20637.0,6,55.15,0
CITY_149,plus,app,2023-03-02,35082.0,6,53.24,1
CITY_159,basic,web,2024-09-08,18571.0,0,42.65,1
CITY_052,pro,web,2023-03-19,61767.0,2,3.91,0
CITY_116,basic,app,2024-11-27,44573.0,5,27.1,0
CITY_114,plus,phone,2023-09-19,13100.0,10,12.85,0
CITY_087,pro,web,2024-06-29,16343.0,6,13.78,0
CITY_043,plus,web,2024-04-10,24667.0,8,39.56,1
CITY_141,basic,phone,2024-01-15,28745.0,4,35.44,0
CITY_148,plus,app,2023-04-11,26201.0,8,44.82,1
CITY_057,plus,app,2023-02-10,13052.0,12,48.88,1
CITY_092,basic,app,2024-09-07,31213.0,6,47.85,1
CITY_119,pro,app,2024-11-26,49873.0,8,49.6,0
CITY_150,plus,app,2024-02-03,45496.0,5,57.1,1
CITY_021,plus,app,2024-10-21,53739.0,7,59.12,0
CITY_139,plus,web,2023-04-24,58801.0,6,32.88,0
CITY_044,plus,app,2024-08-06,54912.0,6,37.22,1
CITY_010,basic,web,2023-05-05,47634.0,2,30.83,1
CITY_127,plus,web,2024-11-12,16800.0,9,21.26,0
CITY_008,basic,web,2024-05-01,20252.0,7,17.85,1
CITY_136,basic,phone,2023-04-23,,5,23.07,1
CITY_058,basic,web,2024-06-26,31716.0,8,20.9,0
CITY_005,plus,app,2023-10-28,18214.0,3,16.12,1
CITY_082,basic,app,2023-01-05,11591.0,6,23.26,1
CITY_078,pro,web,2023-01-22,37728.0,4,19.73,0
CITY_156,plus,web,2024-05-06,28724.0,6,29.73,1
CITY_007,plus,web,2023-02-11,27277.0,5,16.95,0
CITY_161,plus,app,2024-10-12,22948.0,6,20.88,0
CITY_109,pro,web,2024-06-28,20279.0,4,4.13,0
CITY_003,plus,web,2023-07-29,21182.0,5,11.76,1
CITY_039,basic,web,2023-10-31,19018.0,6,8.72,1
CITY_064,basic,web,2024-08-11,27258.0,8,28.93,0
CITY_146,basic,phone,2024-02-06,18430.0,7,9.71,0
CITY_149,pro,web,2023-05-23,20723.0,6,13.14,1
CITY_070,basic,app,2024-06-19,22172.0,6,16.86,0
CITY_061,basic,app,2024-03-15,9323.0,9,47.6,0
CITY_144,basic,web,2024-05-06,57425.0,6,24.76,1
CITY_004,pro,app,2024-11-14,64567.0,7,13.21,0
CITY_024,basic,web,2023-03-15,22999.0,4,31.93,0
CITY_134,plus,web,2023-03-25,18216.0,4,65.42,1
CITY_095,plus,web,2024-03-10,37660.0,6,10.77,0
CITY_176,pro,app,2023-12-22,26096.0,6,37.6,1
CITY_108,basic,app,2024-02-05,35744.0,8,38.34,0
CITY_043,basic,app,2023-03-19,,8,40.9,1
CITY_078,plus,web,2023-02-14,23276.0,6,18.64,0
CITY_092,basic,app,2024-07-22,13252.0,5,39.58,1
CITY_104,plus,app,2023-09-14,24035.0,6,23.1,0
CITY_117,plus,web,2024-12-18,23143.0,3,23.53,1
CITY_042,basic,app,2024-06-30,14398.0,8,33.63,0
CITY_017,plus,web,2024-07-02,28255.0,3,15.33,0
CITY_056,plus,phone,2024-10-18,61475.0,8,11.13,0
CITY_065,basic,phone,2023-12-06,84070.0,2,30.03,1
CITY_028,pro,web,2024-05-16,46619.0,3,29.62,1
CITY_172,pro,app,2024-10-19,97714.0,5,28.88,1
CITY_015,plus,web,2024-07-26,38287.0,7,16.78,1
CITY_047,plus,web,2024-11-11,34675.0,5,45.02,1
CITY_126,plus,app,2023-07-10,18333.0,4,13.09,1
CITY_164,basic,web,2024-10-18,10804.0,5,31.77,0
CITY_137,pro,app,2023-07-05,,6,24.97,0
CITY_103,plus,app,2023-05-27,15907.0,10,12.08,0
CITY_100,plus,web,2023-02-02,,2,19.03,1
CITY_159,basic,web,2024-08-29,44829.0,3,28.18,0
CITY_000,basic,app,2023-09-25,33716.0,7,36.0,1
CITY_011,basic,web,2024-09-02,12309.0,4,11.16,1
CITY_072,basic,phone,2023-03-09,,5,18.16,1
CITY_013,basic,web,2023-05-30,21310.0,3,29.25,1
CITY_001,basic,app,2024-03-26,13591.0,8,19.44,0
CITY_075,pro,web,2024-06-01,25953.0,7,47.33,1
CITY_130,basic,web,2023-02-15,26063.0,6,17.88,0
CITY_033,basic,app,2023-12-24,40042.0,4,17.62,0
CITY_112,pro,web,2024-05-11,40243.0,3,62.88,0
CITY_148,basic,app,2023-04-09,31905.0,3,29.67,1
CITY_129,basic,web,2023-12-21,37194.0,5,34.85,0
CITY_002,plus,app,2024-01-22,23095.0,11,21.29,0
CITY_120,basic,phone,2023-12-15,36408.0,1,9.27,1
CITY_141,basic,phone,2024-11-26,11757.0,6,76.43,1
CITY_048,pro,app,2023-07-22,34177.0,7,32.93,1
CITY_072,basic,app,2023-01-25,19771.0,13,46.65,1
CITY_100,basic,app,2024-02-19,23313.0,4,10.04,0
CITY_175,basic,web,2024-02-21,45885.0,4,5.73,1
CITY_028,plus,phone,2023-09-05,41998.0,3,21.63,0
CITY_030,basic,web,2023-10-16,28654.0,6,19.07,0
CITY_113,plus,phone,2024-02-26,19077.0,9,22.88,0
CITY_102,basic,web,2024-10-06,19286.0,5,67.99,0
CITY_025,pro,web,2024-02-29,10362.0,7,10.43,1
CITY_145,plus,app,2024-01-26,16595.0,1,17.36,1
CITY_040,pro,app,2024-12-14,22237.0,7,12.19,0
CITY_029,plus,web,2024-06-02,32420.0,2,34.02,0
CITY_172,basic,app,2023-10-02,12690.0,3,26.04,1
CITY_021,basic,web,2023-05-28,17259.0,7,49.42,1
CITY_093,plus,web,2023-08-24,31777.0,7,38.11,1
CITY_111,plus,app,2024-10-24,,7,47.5,1
CITY_130,plus,app,2024-02-11,38265.0,5,61.58,0
CITY_069,basic,phone,2023-10-15,30638.0,9,9.3,0
CITY_097,basic,phone,2023-04-23,28158.0,4,45.45,1
CITY_017,plus,web,2023-01-23,18813.0,3,47.04,0
CITY_158,basic,web,2023-06-28,16307.0,10,76.19,1
CITY_050,plus,app,2024-04-23,,5,25.58,1
CITY_054,plus,web,2023-10-30,42076.0,8,13.7,1
CITY_023,basic,app,2024-06-09,9860.0,0,48.07,1
CITY_133,pro,app,2023-12-18,,6,17.04,0
CITY_047,basic,app,2023-01-10,,1,10.66,1
CITY_138,plus,web,2024-02-11,29438.0,4,30.64,0
CITY_066,basic,app,2024-06-03,54319.0,4,22.94,1
CITY_174,plus,app,2024-06-28,51662.0,10,23.59,0
CITY_080,basic,app,2024-01-21,21946.0,4,21.55,0
CITY_152,basic,web,2023-02-16,29873.0,4,19.63,0
CITY_031,basic,web,2024-12-19,29679.0,3,13.74,0
CITY_122,plus,app,2023-11-16,22565.0,7,33.92,1
CITY_121,basic,app,2023-09-04,30831.0,9,35.15,1
CITY_103,plus,app,2023-01-22,26772.0,5,41.75,0
CITY_008,basic,phone,2024-08-01,36002.0,9,43.62,0
CITY_006,basic,phone,2023-04-28,63041.0,11,21.97,1
CITY_014,pro,app,2023-04-16,66664.0,6,52.89,0
CITY_068,basic,app,2023-01-25,29538.0,6,19.44,0
CITY_032,plus,web,2024-12-19,26810.0,2,35.14,0
CITY_085,plus,web,2023-08-27,36243.0,4,17.98,1
CITY_153,basic,web,2023-07-31,15145.0,7,6.58,0
CITY_094,basic,web,2023-09-06,19309.0,2,16.99,1
CITY_104,basic,web,2024-11-05,,7,30.44,1
CITY_037,basic,app,2024-08-24,24806.0,6,50.04,1
CITY_062,basic,web,2024-04-01,24159.0,2,9.85,0
CITY_113,basic,web,2024-01-02,37914.0,6,37.83,1
CITY_179,plus,web,2023-11-13,11198.0,5,18.45,1
CITY_170,basic,web,2023-08-28,11928.0,6,40.8,1
CITY_046,plus,phone,2024-09-23,33837.0,4,12.29,0
CITY_052,plus,app,2023-07-25,41195.0,9,16.06,0
CITY_039,pro,web,2023-12-06,21556.0,6,9.61,0
CITY_037,basic,web,2024-10-11,20365.0,4,23.73,1
CITY_017,plus,app,2023-11-11,102608.0,3,36.57,0
CITY_094,plus,phone,2023-05-22,41092.0,2,24.53,0
CITY_132,basic,web,2023-12-08,52204.0,3,11.0,0
CITY_013,basic,app,2023-04-14,23357.0,9,18.85,0
CITY_033,plus,app,2023-08-23,36032.0,13,25.31,1
CITY_132,pro,phone,2023-02-15,12122.0,4,11.64,0
CITY_029,basic,web,2024-05-30,19261.0,4,18.39,1
CITY_078,pro,app,2024-01-14,14265.0,5,12.52,0
CITY_079,basic,phone,2024-02-01,,4,15.41,1
CITY_083,pro,phone,2023-06-27,9853.0,5,84.57,1
CITY_150,basic,web,2024-12-22,15189.0,6,38.45,1
CITY_098,plus,app,2024-03-02,26605.0,5,19.47,1
CITY_126,basic,web,2023-01-07,22160.0,6,24.91,0
CITY_145,basic,web,2024-11-13,25535.0,8,4.98,0
CITY_076,plus,app,2023-10-07,,8,26.49,0
CITY_098,basic,web,2023-04-12,9071.0,8,73.92,1
CITY_044,basic,web,2023-11-14,,5,15.8,0
CITY_148,plus,web,2024-01-28,31660.0,8,39.3,1
CITY_130,basic,phone,2023-06-03,17349.0,8,21.25,0
CITY_120,plus,web,2024-05-11,22494.0,7,16.62,1
CITY_133,basic,web,2024-03-16,8263.0,8,41.6,1
CITY_124,basic,web,2024-09-08,22267.0,2,18.56,0
CITY_174,basic,web,2023-01-06,23112.0,8,9.21,1
CITY_013,basic,web,2023-05-23,17683.0,7,21.8,0
CITY_147,basic,app,2023-11-30,39180.0,7,10.25,0
CITY_027,basic,app,2023-09-03,20773.0,4,37.5,0
CITY_045,plus,app,2024-02-01,12491.0,5,6.32,1
CITY_167,plus,app,2024-04-09,11300.0,10,20.08,1
CITY_077,basic,app,2024-09-20,25937.0,10,6.15,0
CITY_017,plus,app,2024-05-27,7624.0,7,18.64,1
CITY_074,plus,app,2024-03-28,20664.0,8,15.46,0
CITY_168,plus,app,2024-07-23,29469.0,8,30.44,0
CITY_087,basic,web,2023-04-17,19823.0,5,19.54,1
CITY_073,pro,web,2024-07-21,26999.0,2,28.53,1
CITY_046,plus,web,2023-12-04,49981.0,10,20.94,0
CITY_167,plus,app,2024-05-11,29654.0,10,15.83,0
CITY_124,basic,app,2024-11-30,8394.0,5,15.0,0
CITY_109,plus,app,2024-11-15,16900.0,12,11.32,0
CITY_089,pro,app,2023-10-10,15207.0,6,16.25,0
CITY_168,plus,web,2024-11-06,36403.0,10,22.91,0
CITY_179,basic,app,2024-04-25,31364.0,9,5.51,1
CITY_100,plus,web,2024-04-25,21918.0,3,14.55,1
CITY_145,basic,app,2023-03-20,20415.0,4,44.32,1
CITY_084,basic,app,2024-01-13,17479.0,4,20.25,1
CITY_087,basic,phone,2024-05-14,39248.0,7,27.82,0
CITY_111,plus,web,2024-03-20,35948.0,9,15.55,0
CITY_131,basic,web,2024-08-09,14233.0,3,53.9,1
CITY_046,plus,web,2023-03-02,33270.0,4,10.59,1
CITY_132,basic,web,2024-06-09,26392.0,3,15.52,1
CITY_099,basic,phone,2023-02-19,18489.0,3,96.82,0
CITY_081,basic,web,2023-12-05,27816.0,2,7.42,0
CITY_028,basic,app,2023-06-05,65024.0,7,24.62,0
CITY_052,basic,web,2023-04-13,29092.0,7,14.77,0
CITY_106,pro,app,2024-04-22,19484.0,7,20.68,0
CITY_101,basic,app,2024-04-21,64225.0,3,53.63,0
CITY_166,plus,phone,2024-04-29,,3,55.33,0
CITY_001,basic,app,2024-07-16,22419.0,4,48.59,1
CITY_086,pro,web,2023-05-27,39731.0,7,9.25,0
CITY_118,plus,web,2024-06-04,,5,64.49,1
CITY_076,basic,web,2023-07-24,32321.0,5,35.6,1
CITY_069,plus,app,2023-03-01,22149.0,4,19.82,0
CITY_000,plus,web,2023-01-16,24271.0,3,5.57,0
CITY_174,plus,app,2023-12-13,46943.0,3,65.01,0
CITY_105,pro,app,2023-10-30,35404.0,7,36.8,0
CITY_032,basic,web,2023-10-07,23881.0,4,36.97,1
CITY_024,plus,web,2023-09-03,,5,22.31,1
CITY_051,basic,app,2024-12-13,30858.0,6,50.85,0
CITY_005,basic,phone,2023-04-04,27021.0,10,22.12,0
CITY_074,basic,web,2023-10-25,15803.0,6,12.66,1
CITY_086,basic,web,2023-04-10,36761.0,11,62.22,1
CITY_100,basic,web,2023-05-24,18248.0,4,12.25,1
CITY_073,plus,app,2024-06-02,23403.0,4,9.92,1
CITY_141,basic,phone,2023-04-26,53318.0,7,26.69,1
CITY_116,pro,web,2024-03-26,22840.0,3,13.62,0
CITY_047,plus,web,2024-03-28,26014.0,9,26.08,0
CITY_047,pro,app,2024-06-25,30168.0,6,24.01,0
CITY_120,pro,web,2023-12-18,,6,35.43,0
CITY_102,basic,web,2023-06-01,66553.0,3,11.01,0
CITY_066,plus,app,2024-09-03,21752.0,8,15.87,1
CITY_118,plus,app,2023-10-07,28770.0,3,7.71,0
CITY_177,plus,app,2024-06-02,18389.0,2,8.99,0
CITY_057,plus,web,2024-07-30,,4,22.51,0
CITY_109,basic,app,2024-04-03,62111.0,7,28.49,0
CITY_008,plus,web,2024-05-24,18177.0,8,7.53,0
CITY_127,plus,app,2024-02-11,43017.0,5,8.3,1
CITY_011,plus,app,2024-03-18,46342.0,5,12.88,0
CITY_083,plus,app,2024-10-03,11920.0,11,31.69,0
CITY_077,basic,web,2023-12-01,52634.0,2,16.59,1
CITY_113,basic,web,2023-08-10,53259.0,4,19.62,0
CITY_022,basic,web,2023-10-21,8062.0,8,8.52,1
CITY_002,plus,app,2024-02-09,41898.0,7,18.1,0
CITY_065,pro,phone,2023-02-10,72355.0,11,34.91,0
CITY_034,plus,web,2023-08-07,41324.0,6,15.22,1
CITY_129,plus,web,2023-10-29,24302.0,4,10.78,0
CITY_125,basic,web,2023-07-22,100331.0,2,13.09,0
CITY_041,plus,web,2023-09-14,44084.0,6,8.63,1
CITY_022,basic,app,2024-07-04,25065.0,8,20.99,1
CITY_019,basic,web,2024-03-30,47231.0,2,14.09,1
CITY_057,basic,web,2023-08-18,38047.0,4,67.07,1
CITY_157,pro,phone,2024-05-13,79866.0,6,20.27,0
CITY_137,basic,web,2023-02-11,39801.0,5,16.14,0
CITY_024,plus,web,2023-09-28,34121.0,13,16.41,1
CITY_030,pro,app,2024-11-14,16087.0,10,32.83,1
CITY_037,pro,app,2023-03-17,59564.0,7,11.47,0
CITY_130,basic,web,2023-01-04,,6,26.79,1
CITY_024,basic,phone,2023-05-19,,9,35.27,1
CITY_024,plus,phone,2024-10-24,46355.0,9,10.14,0
CITY_023,basic,app,2024-07-28,21687.0,9,13.14,1
CITY_012,plus,web,2023-04-04,18701.0,5,23.09,0
CITY_091,plus,web,2023-10-09,52710.0,7,39.08,0
CITY_051,plus,app,2024-07-25,17980.0,12,24.94,0
CITY_113,pro,web,2024-03-14,24393.0,9,9.69,0
CITY_055,basic,app,2024-06-09,24613.0,3,46.49,1
CITY_079,basic,web,2024-04-24,39675.0,6,24.82,0
CITY_046,pro,app,2023-05-05,19170.0,7,40.9,0
CITY_141,plus,app,2023-10-11,45760.0,3,24.66,0
CITY_102,basic,web,2023-05-21,34869.0,7,11.62,1
CITY_121,pro,app,2023-11-06,69440.0,6,14.98,1
CITY_130,basic,app,2024-07-04,18684.0,4,12.7,0
CITY_136,plus,web,2024-02-25,36986.0,5,22.85,0
CITY_163,basic,app,2023-12-25,23020.0,5,3.97,0
CITY_169,basic,app,2023-05-16,40397.0,9,18.28,0
CITY_020,plus,web,2024-10-12,9152.0,5,14.69,1
CITY_084,plus,web,2024-04-30,,8,22.02,0
CITY_037,basic,phone,2024-11-05,21945.0,5,44.93,1
CITY_030,basic,web,2023-10-10,18428.0,4,21.06,1
CITY_039,plus,phone,2023-01-30,9781.0,9,18.73,1
CITY_114,plus,web,2024-05-15,18201.0,6,37.93,1
CITY_137,basic,web,2024-02-19,46635.0,6,43.26,0
CITY_038,pro,phone,2024-12-11,12535.0,7,18.54,1
CITY_021,plus,app,2023-12-20,34153.0,8,38.02,1
CITY_165,basic,web,2023-07-29,55095.0,10,16.13,0
CITY_162,plus,phone,2024-08-12,11740.0,4,12.78,0
CITY_019,basic,web,2023-02-24,31744.0,7,39.33,1
CITY_093,pro,web,2023-09-10,29320.0,2,26.27,0
CITY_150,basic,app,2024-05-21,30340.0,14,4.85,0
CITY_086,plus,phone,2023-09-03,,8,12.91,0
CITY_084,basic,app,2024-11-29,46430.0,6,17.74,1
CITY_065,basic,web,2024-12-22,30163.0,5,36.81,0
CITY_164,pro,app,2024-08-11,,6,40.68,0
CITY_039,basic,web,2023-08-05,18262.0,3,32.1,1
CITY_059,plus,web,2023-08-29,35075.0,8,27.95,1
CITY_173,pro,web,2023-08-14,11532.0,9,24.54,1
CITY_038,plus,phone,2024-06-07,28965.0,6,17.13,0
CITY_062,basic,web,2023-10-23,36674.0,6,6.04,0
CITY_000,basic,phone,2024-06-09,,2,17.18,1
CITY_018,plus,phone,2023-09-24,30847.0,5,24.84,1
CITY_160,plus,web,2023-04-17,20093.0,7,22.76,0
CITY_089,basic,app,2023-08-23,27971.0,3,43.12,1
CITY_130,basic,web,2024-06-03,64917.0,7,41.37,1
CITY_116,basic,phone,2024-04-24,31574.0,3,36.93,0
CITY_124,plus,app,2023-01-15,28313.0,10,22.91,0
CITY_024,basic,app,2023-06-05,25031.0,5,40.05,1
CITY_157,basic,app,2023-03-14,11154.0,4,27.2,1
CITY_160,plus,phone,2024-06-14,55937.0,5,22.1,0
CITY_145,plus,web,2024-05-03,17118.0,6,9.2,0
CITY_093,basic,app,2024-06-01,13438.0,9,18.52,0
CITY_148,basic,web,2023-12-22,61982.0,6,26.64,0
CITY_045,basic,app,2023-06-02,10865.0,7,6.64,1
CITY_168,plus,web,2023-06-14,58957.0,6,19.65,0
CITY_170,plus,web,2024-09-15,13066.0,5,17.26,0
CITY_052,plus,phone,2024-12-13,10779.0,7,15.55,1
CITY_116,plus,app,2024-11-17,108778.0,6,57.51,1
CITY_151,pro,app,2023-02-07,22588.0,7,20.68,0
CITY_027,basic,web,2023-05-09,40426.0,10,83.73,0
CITY_159,basic,phone,2023-09-05,36075.0,7,45.29,0
CITY_037,basic,app,2023-02-12,,8,9.75,1
CITY_144,pro,app,2023-10-26,25863.0,6,15.15,0
CITY_011,plus,app,2023-08-14,11363.0,6,37.04,1
CITY_146,plus,web,2023-03-24,13613.0,8,15.99,0
CITY_077,basic,web,2024-04-09,27069.0,9,28.99,0
CITY_110,pro,phone,2024-11-13,53426.0,5,21.82,0
CITY_065,plus,web,2023-12-15,46356.0,8,12.38,0
CITY_041,basic,app,2024-10-27,29352.0,3,48.58,1
CITY_005,plus,web,2023-07-29,23550.0,9,54.93,0
CITY_001,basic,web,2024-10-22,40120.0,11,23.91,0
CITY_156,pro,web,2023-08-08,25976.0,5,32.87,0
CITY_172,basic,app,2023-08-20,12420.0,7,29.14,1
CITY_035,basic,app,2024-09-03,86431.0,9,31.93,0
CITY_092,basic,web,2023-11-29,33081.0,11,19.03,1
CITY_136,basic,web,2024-05-10,24162.0,7,12.21,0
CITY_054,pro,web,2023-10-02,26729.0,3,31.46,0
CITY_018,basic,web,2024-07-16,23139.0,9,21.85,1
CITY_023,basic,web,2023-10-18,65724.0,6,13.09,0
CITY_112,basic,web,2024-05-17,25171.0,4,24.43,0
CITY_008,basic,app,2024-05-21,40652.0,5,8.64,0
CITY_085,basic,web,2023-05-06,61900.0,6,9.49,1
CITY_054,basic,phone,2024-03-22,25565.0,5,17.52,1
CITY_110,basic,web,2024-06-06,19767.0,4,4.9,0
CITY_024,plus,app,2023-10-31,25708.0,7,18.42,1
CITY_125,plus,phone,2024-10-31,,3,32.99,0
CITY_132,basic,web,2024-09-17,,7,9.21,0
CITY_036,pro,app,2024-04-18,29291.0,3,117.01,0
CITY_017,basic,web,2024-06-18,60303.0,11,14.21,0
CITY_122,plus,app,2024-03-24,16859.0,7,35.03,0
CITY_121,plus,web,2024-01-20,43409.0,6,21.32,0
CITY_026,plus,web,2024-04-24,21672.0,8,6.59,0
CITY_099,plus,web,2023-01-07,14435.0,6,48.6,1
CITY_150,basic,web,2023-01-11,39538.0,12,37.51,0
CITY_045,pro,phone,2023-09-26,30798.0,7,13.24,0
CITY_112,plus,phone,2023-03-04,,11,20.26,0
CITY_008,basic,web,2023-11-03,15554.0,1,19.94,1
CITY_042,basic,web,2024-10-06,36320.0,4,4.16,0
CITY_045,basic,app,2023-11-05,86728.0,7,15.78,0
CITY_116,basic,web,2023-08-12,16896.0,2,12.63,1
CITY_143,basic,web,2023-09-16,31494.0,7,14.31,0
CITY_078,plus,web,2024-03-09,19781.0,4,34.02,1
CITY_133,basic,phone,2024-12-14,51227.0,2,28.0,1
CITY_141,basic,web,2024-06-17,27770.0,5,46.3,0
CITY_144,plus,app,2024-11-17,10367.0,10,61.76,1
CITY_021,basic,web,2023-01-10,,4,18.29,1
CITY_074,plus,app,2023-11-26,18797.0,8,16.23,0
CITY_072,basic,phone,2023-03-06,38008.0,4,13.76,0
CITY_134,plus,app,2024-10-31,43854.0,6,28.14,1
CITY_034,pro,app,2023-08-10,78818.0,2,70.34,0
CITY_045,basic,app,2024-03-05,45675.0,3,57.12,0
CITY_130,plus,phone,2024-02-07,15366.0,6,10.63,0
CITY_009,pro,web,2023-11-13,37434.0,7,66.84,0
CITY_175,plus,web,2024-07-30,7202.0,6,13.31,1
CITY_047,pro,app,2023-09-01,20047.0,6,44.45,1
CITY_010,plus,web,2023-08-29,,7,41.46,0
CITY_019,basic,app,2023-06-25,,7,7.99,0
CITY_127,pro,phone,2023-10-01,36364.0,9,24.89,1
CITY_044,plus,web,2024-02-24,15911.0,4,12.92,1
CITY_166,basic,web,2023-07-26,25834.0,7,44.95,1
CITY_172,basic,app,2023-09-19,42846.0,4,10.87,0
CITY_085,basic,web,2024-04-09,31833.0,4,15.31,0
CITY_131,basic,web,2023-10-29,20827.0,6,38.97,1
CITY_047,plus,phone,2023-06-14,8657.0,7,43.18,1
CITY_124,basic,web,2023-03-13,56503.0,5,37.64,0
CITY_041,basic,web,2023-04-25,22528.0,5,29.93,1
CITY_015,pro,web,2023-01-13,20699.0,5,4.39,0
CITY_022,plus,app,2024-07-18,30914.0,1,9.58,1
CITY_118,pro,web,2024-10-04,26853.0,5,17.14,0
CITY_173,pro,app,2024-09-09,22913.0,9,31.25,0
CITY_105,plus,phone,2024-12-01,,9,16.81,1
CITY_009,basic,web,2023-12-14,24224.0,6,13.41,0
CITY_012,plus,web,2023-11-22,23452.0,2,12.93,1
CITY_147,plus,web,2023-01-10,51808.0,4,37.58,1
CITY_021,plus,phone,2024-09-19,,9,6.12,1
CITY_088,plus,app,2023-09-07,19352.0,4,19.28,0
CITY_146,basic,web,2023-11-24,27167.0,6,61.64,1
CITY_105,pro,app,2024-10-05,10761.0,11,6.04,0
CITY_111,plus,web,2024-01-24,15326.0,3,6.85,0
CITY_162,plus,phone,2024-09-23,25648.0,6,13.77,0
CITY_134,plus,phone,2023-07-13,28119.0,6,21.59,0
CITY_122,basic,app,2023-09-18,19912.0,8,5.29,0
CITY_064,pro,web,2024-08-11,35196.0,6,30.09,0
CITY_020,basic,app,2023-03-16,43092.0,2,29.26,1
CITY_079,plus,web,2024-07-23,35190.0,5,18.48,1
CITY_122,plus,app,2023-08-25,,7,10.85,1
CITY_093,basic,app,2023-06-06,39713.0,11,83.28,1
CITY_129,basic,web,2024-05-28,104506.0,4,73.34,1
CITY_017,pro,phone,2024-06-30,23404.0,6,11.56,1
CITY_084,basic,phone,2024-03-24,24563.0,9,30.69,0
CITY_057,basic,web,2023-11-29,22397.0,8,43.23,1
CITY_079,basic,app,2024-08-21,15664.0,6,9.3,0
CITY_041,pro,web,2023-02-04,33284.0,8,11.66,0
CITY_163,basic,app,2024-03-16,55439.0,9,39.05,1
CITY_007,basic,web,2024-01-25,36286.0,5,7.44,1
CITY_140,basic,web,2023-04-21,39078.0,5,10.64,1
CITY_140,plus,web,2024-01-18,25377.0,4,7.75,0
CITY_037,plus,web,2024-01-09,15810.0,6,12.79,0
CITY_096,plus,web,2024-01-18,14389.0,2,16.38,0
CITY_022,basic,web,2024-06-11,12118.0,3,9.68,1
CITY_173,pro,app,2024-12-02,43604.0,6,18.31,0
CITY_104,pro,app,2023-02-05,15630.0,6,9.49,0
CITY_078,basic,web,2024-11-08,24147.0,7,29.15,1
CITY_065,plus,web,2023-07-01,18504.0,3,31.22,1
CITY_042,pro,web,2023-12-31,18507.0,8,9.62,0
CITY_051,pro,app,2024-02-25,29953.0,8,19.43,0
CITY_065,plus,web,2024-11-02,24248.0,5,25.59,0
CITY_101,basic,app,2024-11-18,25204.0,5,59.12,0
CITY_175,plus,web,2023-09-13,,4,24.14,1
CITY_072,pro,app,2024-07-17,41497.0,5,55.29,1
CITY_114,pro,web,2024-06-15,89666.0,2,24.14,0
CITY_174,basic,app,2023-08-04,26282.0,5,22.13,0
CITY_024,pro,web,2023-05-05,40943.0,10,9.46,0
CITY_039,basic,web,2024-12-08,13685.0,5,10.15,1
CITY_120,plus,web,2023-10-16,40765.0,3,29.63,0
CITY_140,basic,web,2023-12-27,16837.0,7,20.57,1
CITY_141,basic,app,2024-07-28,15192.0,6,11.89,1
CITY_058,pro,app,2024-02-25,19072.0,9,27.06,1
CITY_131,plus,phone,2024-10-08,44948.0,4,7.89,0
CITY_002,plus,app,2023-05-27,23211.0,6,37.76,0
CITY_135,basic,web,2024-11-28,13244.0,7,55.29,0
CITY_093,basic,web,2024-08-19,29345.0,6,21.02,0
CITY_073,pro,web,2024-06-30,24652.0,8,16.29,1
CITY_144,plus,web,2023-09-04,87068.0,6,11.52,0
CITY_089,basic,web,2024-04-19,23516.0,7,46.08,0
CITY_088,basic,web,2024-05-12,17289.0,3,18.06,0
CITY_120,basic,app,2023-05-26,15725.0,5,15.49,1
CITY_168,basic,web,2023-11-07,85275.0,5,23.44,0
CITY_141,basic,web,2023-01-15,15085.0,5,38.1,1
CITY_134,pro,web,2023-10-10,23253.0,3,16.96,0
CITY_016,plus,web,2024-03-06,,5,37.66,0
CITY_018,basic,web,2024-02-04,12746.0,4,14.27,1
CITY_159,basic,web,2023-05-08,36028.0,5,19.41,0
CITY_016,basic,app,2024-02-21,28636.0,7,26.18,1
CITY_138,plus,phone,2023-06-24,,11,13.08,0
CITY_125,basic,app,2023-09-19,45515.0,11,12.18,0
CITY_069,plus,app,2023-07-30,31474.0,4,12.15,0
CITY_153,basic,web,2024-01-13,108533.0,6,42.58,0
CITY_091,basic,web,2023-04-14,45324.0,7,31.31,0
CITY_015,plus,web,2023-08-27,40816.0,8,30.31,0
